コード	企業名	sector	industry	上場後の取引量	現在何倍株	最大何倍株	3,5,7,10,N倍まで何年	2倍まで何年	3倍まで何年	4倍まで何年	5倍まで何年	6倍まで何年	7倍まで何年	8倍まで何年	9倍まで何年	10倍まで何年
4415	ブロードエンタープライズ	通信サービス	電気通信サービス	10884800	2.2	3.0	"-0.44
-1
-1
-1
-0.44"	-0.44	-0.44	-1	-1	-1	-1	-1	-1	-1
7383	ネットプロテクションズホールディングス	金融サービス	信用サービス	161169900	1.2	4.5	"-0.83
-1
-1
-1
-0.79"	-0.83	-0.83	-0.81	-1	-1	-1	-1	-1	-1
4414	フレクト	技術	Software—Infrastructure	43454200	1.7	4.2	"-0.21
-1
-1
-1
-0.2"	-0.21	-0.21	-0.2	-1	-1	-1	-1	-1	-1
7131	のむら産業	消費者循環	包装および容器	3709700	1.9	2.6	"-1
-1
-1
-1
1.62"	1.57	-1	-1	-1	-1	-1	-1	-1	-1
4413	ボードルア	技術	情報技術サービス	35185400	5.9	6.8	"1.29
2.48
-1
-1
2.67"	0.81	1.29	1.46	2.48	2.57	-1	-1	-1	-1
9253	スローガン	産業	人材派遣・雇用サービス	9760500	0.7	2.4	"-1
-1
-1
-1
-0.59"	-0.63	-1	-1	-1	-1	-1	-1	-1	-1
9252	ラストワンマイル	産業	専門ビジネスサービス	9230700	3.7	7.8	"-0.45
0.95
1.12
-1
1.12"	-0.45	-0.45	-0.45	0.95	1.01	1.12	-1	-1	-1
4412	サイエンスアーツ	技術	Software—Application	116318800	0.6	8.0	"-0.57
-0.54
-0.54
-1
-0.54"	-0.58	-0.57	-0.56	-0.54	-0.54	-0.54	-0.54	-1	-1
9251	AB&Company	消費者循環	個人サービス	12488600	1.2	2.2	"-1
-1
-1
-1
-0.51"	-0.57	-1	-1	-1	-1	-1	-1	-1	-1
9250	GRCS	技術	情報技術サービス	41146000	0.6	4.7	"-0.27
-1
-1
-1
-0.25"	-0.27	-0.27	-0.25	-1	-1	-1	-1	-1	-1
2961	日本調理機	産業	特殊産業機械	907400	1.3	1.8	"-1
-1
-1
-1
2.36"	-1	-1	-1	-1	-1	-1	-1	-1	-1
4379	Photosynth	技術	Software—Application	21947800	1.3	4.7	"-0.52
-1
-1
-1
-0.48"	-0.52	-0.52	-0.52	-1	-1	-1	-1	-1	-1
4250	フロンティア			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
4378	CINC	技術	Software—Infrastructure	15333100	0.6	3.4	"-0.68
-1
-1
-1
-0.67"	-0.68	-0.68	-1	-1	-1	-1	-1	-1	-1
6523	PHCホールディングス	ヘルスケア	Medical Devices	40700000	0.8	2.4	"-1
-1
-1
-1
-0.65"	-0.68	-1	-1	-1	-1	-1	-1	-1	-1
9249	日本エコシステム	通信サービス	娯楽	2930700	2.7	3.1	"1.99
-1
-1
-1
2.67"	1.99	1.99	-1	-1	-1	-1	-1	-1	-1
4377	ワンキャリア	産業	人材派遣・雇用サービス	14681300	2.5	2.6	"-1
-1
-1
-1
2.81"	0.8	-1	-1	-1	-1	-1	-1	-1	-1
6522	アスタリスク	技術	通信機器	198712900	0.4	5.0	"-0.89
-0.87
-1
-1
-0.87"	-0.94	-0.89	-0.88	-0.87	-1	-1	-1	-1	-1
4375	セーフィー	技術	Software—Application	41262300	1.7	7.7	"-0.72
-0.72
-0.71
-1
-0.7"	-0.72	-0.72	-0.72	-0.72	-0.72	-0.71	-1	-1	-1
9246	プロジェクトカンパニー	産業	コンサルティングサービス	46522000	0.4	3.4	"0.52
-1
-1
-1
0.74"	-0.37	0.52	-1	-1	-1	-1	-1	-1	-1
9245	リベロ	通信サービス	インターネットコンテンツ・情報	26951400	1.3	3.2	"-0.86
-1
-1
-1
-0.85"	-0.89	-0.86	-1	-1	-1	-1	-1	-1	-1
4374	ROBOT PAYMENT	技術	Software—Infrastructure	18245100	1.8	3.4	"-0.3
-1
-1
-1
-0.3"	-0.41	-0.3	-1	-1	-1	-1	-1	-1	-1
9244	デジタリフト	通信サービス	広告代理店	17297200	0.7	2.2	"-1
-1
-1
-1
-0.9"	-1.0	-1	-1	-1	-1	-1	-1	-1	-1
4073	ジィ・シィ企画	技術	Software—Infrastructure	10093600	1.0	5.6	"-0.41
-0.41
-1
-1
-0.41"	-0.41	-0.41	-0.41	-0.41	-1	-1	-1	-1	-1
4889	レナサイエンス	ヘルスケア	Medical Devices	123297700	0.9	3.2	"-0.67
-1
-1
-1
-0.67"	-0.74	-0.67	-1	-1	-1	-1	-1	-1	-1
4373	シンプレクス・ホールディングス	産業	コンサルティングサービス	90266100	1.7	2.2	"-1
-1
-1
-1
-0.27"	-0.29	-1	-1	-1	-1	-1	-1	-1	-1
4371	コアコンセプト・テクノロジー	技術	情報技術サービス	35118800	1.0	4.1	"0.75
-1
-1
-1
0.82"	0.07	0.75	0.82	-1	-1	-1	-1	-1	-1
4372	ユミルリンク	技術	Software—Application	24597400	1.3	1.6	"-1
-1
-1
-1
0.21"	-1	-1	-1	-1	-1	-1	-1	-1	-1
4018	GeolocationTechnology			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
9242	メディア総研	産業	人材派遣・雇用サービス	7754400	1.3	4.1	"-0.44
-1
-1
-1
-0.43"	-0.44	-0.44	-0.43	-1	-1	-1	-1	-1	-1
4370	モビルス	技術	Software—Application	64561300	0.5	3.4	"-0.48
-1
-1
-1
-0.46"	-0.48	-0.48	-1	-1	-1	-1	-1	-1	-1
2934	ジェイフロンティア	ヘルスケア	Pharmaceutical Retailers	20416500	1.4	3.5	"1.53
-1
-1
-1
1.67"	-0.4	1.53	-1	-1	-1	-1	-1	-1	-1
7126	タンゴヤ	消費者循環	衣料品製造	7149000	1.9	2.9	"-1
-1
-1
-1
1.84"	0.74	-1	-1	-1	-1	-1	-1	-1	-1
4076	シイエヌエス	技術	情報技術サービス	11260800	1.0	1.7	"-1
-1
-1
-1
-0.51"	-1	-1	-1	-1	-1	-1	-1	-1	-1
9241	フューチャーリンクネットワーク	通信サービス	広告代理店	5412800	1.3	3.4	"-0.94
-1
-1
-1
-0.94"	-0.94	-0.94	-1	-1	-1	-1	-1	-1	-1
6227	AIメカテック	技術	電子部品	16864000	2.1	6.1	"1.59
1.73
-1
-1
1.74"	1.43	1.59	1.65	1.73	1.74	-1	-1	-1	-1
9240	デリバリーコンサルティング	技術	情報技術サービス	21886100	0.7	2.3	"-1
-1
-1
-1
-0.18"	-0.19	-1	-1	-1	-1	-1	-1	-1	-1
4075	ブレインズテクノロジー	技術	Software—Application	27325300	0.7	3.3	"-0.98
-1
-1
-1
-0.98"	-0.98	-0.98	-1	-1	-1	-1	-1	-1	-1
7379	サーキュレーション	産業	コンサルティングサービス	46560300	0.3	2.8	"-1
-1
-1
-1
-0.59"	-0.9	-1	-1	-1	-1	-1	-1	-1	-1
2991	ランドネット	不動産	不動産サービス	30300000	2.9	2.9	"-1
-1
-1
-1
3.25"	0.26	-1	-1	-1	-1	-1	-1	-1	-1
7378	アシロ	消費者循環	個人サービス	44302700	1.9	2.4	"-1
-1
-1
-1
-0.6"	-0.6	-1	-1	-1	-1	-1	-1	-1	-1
4074	ラキール	技術	Software—Application	62937000	0.5	2.1	"-1
-1
-1
-1
-0.92"	-0.92	-1	-1	-1	-1	-1	-1	-1	-1
7792	コラントッテ	ヘルスケア	Medical Devices	91530100	1.9	3.4	"-0.56
-1
-1
-1
-0.54"	-0.56	-0.56	-1	-1	-1	-1	-1	-1	-1
7376	BCC	産業	専門ビジネスサービス	10287900	2.1	5.4	"-0.86
-0.86
-1
-1
-0.86"	-0.86	-0.86	-0.86	-0.86	-1	-1	-1	-1	-1
4071	プラスアルファ・コンサルティング	技術	Software—Application	34693100	0.9	2.2	"-1
-1
-1
-1
-0.48"	-0.48	-1	-1	-1	-1	-1	-1	-1	-1
4937	Waqoo	消費者循環	インターネット小売	7019700	2.9	6.2	"-0.66
1.34
-1
-1
1.34"	-0.66	-0.66	-0.66	1.34	1.34	-1	-1	-1	-1
4069	BlueMeme	技術	Software—Application	14978000	0.8	2.9	"-1
-1
-1
-1
-0.56"	-0.58	-1	-1	-1	-1	-1	-1	-1	-1
4070	リヴァンプ			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
7699	オムニ・プラス・システム・リミテッド	産業	Industrial Distribution	11190600	1.4	3.1	"-0.69
-1
-1
-1
-0.69"	-0.69	-0.69	-1	-1	-1	-1	-1	-1	-1
7374	コンフィデンス	産業	人材派遣・雇用サービス	25502800	1.1	2.8	"-1
-1
-1
-1
-0.96"	-0.98	-1	-1	-1	-1	-1	-1	-1	-1
5759	日本電解	産業	Electrical Equipment & Parts	136198400	0.3	2.9	"-1
-1
-1
-1
0.53"	0.03	-1	-1	-1	-1	-1	-1	-1	-1
7096	ステムセル研究所	ヘルスケア	バイオテクノロジー	50113800	1.4	3.0	"-1
-1
-1
-1
-0.6"	-0.65	-1	-1	-1	-1	-1	-1	-1	-1
4200	HCSホールディングス			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
4932	アルマード	消費者防衛	家庭用品・個人用品	110290600	2.4	3.9	"0.34
-1
-1
-1
0.62"	-0.59	0.34	-1	-1	-1	-1	-1	-1	-1
4068	ベイシス	技術	情報技術サービス	34755800	0.5	4.5	"-0.66
-1
-1
-1
-0.65"	-0.7	-0.66	-0.65	-1	-1	-1	-1	-1	-1
7318	セレンディップ・ホールディングス	産業	専門ビジネスサービス	11829700	2.2	3.4	"1.67
-1
-1
-1
1.71"	-0.97	1.67	-1	-1	-1	-1	-1	-1	-1
7345	アイ・パートナーズフィナンシャル	金融サービス	資産運用	14080400	1.2	4.5	"-0.67
-1
-1
-1
-0.67"	-0.67	-0.67	-0.67	-1	-1	-1	-1	-1	-1
7373	アイドマ・ホールディングス	産業	専門ビジネスサービス	93556000	1.0	3.5	"0.37
-1
-1
-1
0.39"	0.06	0.37	-1	-1	-1	-1	-1	-1	-1
7791	ドリームベッド	消費者循環	家具、備品、家電	2977800	1.1	1.9	"-1
-1
-1
-1
-0.88"	-1	-1	-1	-1	-1	-1	-1	-1	-1
7372	デコルテ・ホールディングス	消費者循環	個人サービス	34418700	0.4	2.1	"-1
-1
-1
-1
-0.45"	-0.45	-1	-1	-1	-1	-1	-1	-1	-1
2989	東海道リート投資法人	不動産	REIT—Diversified	215914	1.0	1.3	"-1
-1
-1
-1
2.18"	-1	-1	-1	-1	-1	-1	-1	-1	-1
4882	ペルセウスプロテオミクス	ヘルスケア	Drug Manufacturers—General	19586900	2.3	2.9	"-1
-1
-1
-1
-0.6"	-0.6	-1	-1	-1	-1	-1	-1	-1	-1
4489	ペイロール			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
7370	Enjin	通信サービス	広告代理店	172789500	0.4	2.6	"-1
-1
-1
-1
-0.36"	-0.49	-1	-1	-1	-1	-1	-1	-1	-1
7371	全研本社	産業	専門ビジネスサービス	29052600	0.7	2.0	"-1
-1
-1
-1
-0.94"	-0.94	-1	-1	-1	-1	-1	-1	-1	-1
4198	テンダ	技術	情報技術サービス	17289900	1.8	4.0	"-0.75
-1
-1
-1
-0.75"	-0.75	-0.75	-1	-1	-1	-1	-1	-1	-1
4199	ワンダープラネット	技術	Software—Application	24746100	0.8	5.0	"-0.74
-1
-1
-1
-0.73"	-0.74	-0.74	-0.74	-1	-1	-1	-1	-1	-1
7369	メイホーホールディングス	産業	専門ビジネスサービス	9492700	1.9	3.6	"-0.78
-1
-1
-1
1.37"	-0.78	-0.78	-1	-1	-1	-1	-1	-1	-1
5074	テスホールディングス	公共事業	Utilities—Renewable	72736500	0.2	2.4	"-1
-1
-1
-1
-0.26"	-0.62	-1	-1	-1	-1	-1	-1	-1	-1
4195	ディマージシェア			-1				-1	-1	-1	-1	-1	-1	-1	-1	-1
4196	ネオマーケティング	通信サービス	広告代理店	11106000	1.0	3.8	"-0.84
-1
-1
-1
-0.84"	-0.84	-0.84	-1	-1	-1	-1	-1	-1	-1
4888	ステラファーマ	ヘルスケア	バイオテクノロジー	167751200	1.3	2.8	"-1
-1
-1
-1
0.38"	-0.32	-1	-1	-1	-1	-1	-1	-1	-1
4194	ビジョナル	通信サービス	インターネットコンテンツ・情報	17272800	1.5	2.1	"-1
-1
-1
-1
1.19"	0.38	-1	-1	-1	-1	-1	-1	-1	-1
4498	サイバートラスト	技術	情報技術サービス	42566800	2.0	4.7	"-0.78
-1
-1
-1
-0.77"	-0.78	-0.78	-0.78	-1	-1	-1	-1	-1	-1
2933	紀文食品	消費者防衛	包装食品	101042200	1.2	2.4	"-1
-1
-1
-1
-0.78"	-0.78	-1	-1	-1	-1	-1	-1	-1	-1
7698	アイスコ	消費者防衛	食品流通	11323200	2.4	2.7	"-1
-1
-1
-1
2.65"	2.34	-1	-1	-1	-1	-1	-1	-1	-1
4193	ファブリカコミュニケーションズ	技術	Software—Application	33446800	1.3	2.7	"-1
-1
-1
-1
-0.53"	-0.67	-1	-1	-1	-1	-1	-1	-1	-1
7368	表示灯	通信サービス	広告代理店	27555800	1.2	2.7	"-1
-1
-1
-1
-0.93"	-0.93	-1	-1	-1	-1	-1	-1	-1	-1
7367	セルム	産業	人材派遣・雇用サービス	54419200	2.0	3.9	"1.35
-1
-1
-1
1.39"	0.38	1.35	-1	-1	-1	-1	-1	-1	-1
6521	オキサイド	技術	電子部品	98300000	0.7	2.5	"-1
-1
-1
-1
-0.65"	-0.85	-1	-1	-1	-1	-1	-1	-1	-1
4180	Appier Group	技術	Software—Infrastructure	127328000	2.0	3.2	"-0.95
-1
-1
-1
-0.95"	-0.96	-0.95	-1	-1	-1	-1	-1	-1	-1
4192	スパイダープラス	技術	Software—Application	82978600	0.6	3.9	"-0.94
-1
-1
-1
-0.82"	-1.0	-0.94	-1	-1	-1	-1	-1	-1	-1
7343	ブロードマインド	金融サービス	Insurance—Diversified	68086000	2.1	3.3	"2.26
-1
-1
-1
2.43"	-0.69	2.26	-1	-1	-1	-1	-1	-1	-1
9327	イー・ロジット	産業	統合貨物・物流	22506800	0.4	3.3	"-0.81
-1
-1
-1
-0.51"	-0.84	-0.81	-1	-1	-1	-1	-1	-1	-1
4179	ジーネクスト	技術	Software—Application	2817200	1.0	7.9	"-0.96
-0.96
-0.96
-1
-0.96"	-0.96	-0.96	-0.96	-0.96	-0.96	-0.96	-1	-1	-1
7363	ベビーカレンダー	ヘルスケア	医療施設	21895900	0.7	7.5	"-0.92
-0.92
-0.89
-1
-0.89"	-0.92	-0.92	-0.92	-0.92	-0.89	-0.89	-1	-1	-1
4178	Sharing Innovations	技術	Software—Infrastructure	9539600	0.4	2.4	"-1
-1
-1
-1
-0.92"	-0.92	-1	-1	-1	-1	-1	-1	-1	-1
6614	シキノハイテック	技術	半導体	105506700	1.0	3.8	"0.24
-1
-1
-1
0.25"	0.19	0.24	-1	-1	-1	-1	-1	-1	-1
4176	ココナラ	通信サービス	インターネットコンテンツ・情報	103462400	0.6	4.5	"-0.94
-1
-1
-1
-0.93"	-0.94	-0.94	-0.94	-1	-1	-1	-1	-1	-1
7362	T.S.I	ヘルスケア	医療施設	2887900	0.7	2.5	"-1
-1
-1
-1
-0.42"	-0.42	-1	-1	-1	-1	-1	-1	-1	-1
4177	i-plug	産業	人材派遣・雇用サービス	9566900	0.5	3.3	"-0.65
-1
-1
-1
-0.62"	-0.99	-0.65	-1	-1	-1	-1	-1	-1	-1
4432	ウイングアーク1st	技術	Software—Application	32556700	2.9	3.0	"2.66
-1
-1
-1
2.66"	-0.92	2.66	-1	-1	-1	-1	-1	-1	-1
7361	ヒューマンクリエイションホールディングス	産業	人材派遣・雇用サービス	16519100	1.2	2.6	"-1
-1
-1
-1
-0.53"	-0.62	-1	-1	-1	-1	-1	-1	-1	-1
4175	coly[コリー]	通信サービス	電子ゲーム・マルチメディア	37144800	0.8	5.5	"-0.99
-0.99
-1
-1
-0.99"	-0.99	-0.99	-0.99	-0.99	-1	-1	-1	-1	-1
4885	室町ケミカル	基礎材料	化学製品	107031100	1.0	2.4	"-1
-1
-1
-1
-0.98"	-0.98	-1	-1	-1	-1	-1	-1	-1	-1
4174	アピリッツ	技術	Software—Application	26877900	1.4	5.0	"-0.79
-0.79
-1
-1
-0.79"	-0.79	-0.79	-0.79	-0.79	-1	-1	-1	-1	-1
4173	WACUL[ワカル]	技術	Software—Application	14966400	0.4	5.8	"-1.0
-1.0
-1
-1
-1.0"	-1.0	-1.0	-1.0	-1.0	-1	-1	-1	-1	-1
4936	アクシージア	消費者防衛	家庭用品・個人用品	77742800	0.7	2.9	"-1
-1
-1
-1
-0.94"	-0.94	-1	-1	-1	-1	-1	-1	-1	-1
2983	アールプランナー	不動産	Real Estate—Development	23805200	2.4	5.1	"0.45
0.52
-1
-1
0.56"	-0.26	0.45	0.52	0.52	-1	-1	-1	-1	-1
6613	QDレーザ	技術	半導体	535158700	0.5	3.1	"-0.95
-1
-1
-1
-0.95"	-0.96	-0.95	-1	-1	-1	-1	-1	-1	-1
