コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
5599	S&J	東証グロース	情報・通信業	B	2023/12/15	1320	1320	1500	1289	1200	1320	三輪 信雄（上場時62歳1カ月）／1961年生	62	2008	57	5	48650000	5460000	1828500	26.3	60.7	13.0	人材に対する投資、広告宣伝費、オフィス移転の設備資金・差し入れ保証金	7207200000	90.1	35.8	8.5	0	45.8	0	6.8	0	"(株)ﾏｸﾆｶ	親会社	2500000	45.8
三輪信雄	代表取締役社長	1350000	24.8
(株)BNP	役員らが議決権の過半数所有	600000	11.0
ﾏｸﾆｶ･ｲﾝﾍﾞｽﾄﾒﾝﾄ･ﾊﾟｰﾄﾅｰｽﾞ	投資業(ﾌｧﾝﾄﾞ)	370000	6.8
石川剛	取締役	280000	5.1
上原孝之	取締役	50000	0.9
経田洋平	取締役	50000	0.9
半沢幸一	取締役	35000	0.6
村上雅則	執行役員	30000	0.6
遠藤弘樹	執行役員	20000	0.4"
5597	ブルーイノベーション	東証グロース	情報・通信業	B	2023/12/12	1300	1584	3000	2023	1220	1320	熊田 貴之（上場時47歳3カ月）／1976年生	47	1999	66	18	214998000	3829351	857200	64.2	22.9	12.9	ドローンなどの購入費用、研究開発費、人件費、PRマーケティング費用、借入金返済	4978156300	50.1	50.1	0	0	0	0	28.7	0	"熊田貴之	代表取締役社長最高執行役員	1620000	44.7
けいはんな学研都市ATRﾍﾞﾝﾁｬ投組	投資業(ﾌｧﾝﾄﾞ)	682802	18.8
熊田雅之	代表取締役の血族、取締役副社長執行役員	195000	5.4
TBSｲﾉﾍﾞｰｼｮﾝ･ﾊﾟｰﾄﾅｰｽﾞ1号投組	投資業(ﾌｧﾝﾄﾞ)	128571	3.5
(株)ﾚｽﾀｰﾎｰﾙﾃﾞｨﾝｸﾞｽ	特別利害関係者など	100000	2.8
大成(株)	特別利害関係者など	100000	2.8
(株)SBI新生銀行	投資業(ﾌｧﾝﾄﾞ)	75000	2.1
日本郵政ｷｬﾋﾟﾀﾙ(株)	投資業(ﾌｧﾝﾄﾞ)	55555	1.5
FUSO-SBI Innovation Fund	投資業(ﾌｧﾝﾄﾞ)	50000	1.4
大成温調(株)	特別利害関係者など	50000	1.4
三菱UFJｷｬﾋﾟﾀﾙ7号投組	投資業(ﾌｧﾝﾄﾞ)	50000	1.4"
5596	アウトルックコンサルティング	東証グロース	情報・通信業	A	2023/12/12	2000	1800	1800	1656	1700	1800	平尾 泰文（上場時57歳4カ月）／1966年生	57	2006	69	1	100000000	3570000	2142200	2.3	84.6	13.0	採用費、海外マーケティング費用	7140000000	1.0	0	1.0	0	0	0.7	97.2	0	"AG2号投組	投資業(ﾌｧﾝﾄﾞ)	3520000	97.2
井沢亜紀子	取締役	16320	0.5
岩田謙作	取締役CFO	10666	0.3
義村晋教	執行役員CTO	9066	0.2
山崎茂樹	従業員	7372	0.2
和田崇	従業員	4268	0.1
野渡寛介	従業員	3880	0.1
WUWENJIN	従業員	3056	0.1
羽生田隆史	従業員	3018	0.1
立川夏子	従業員	2862	0.1"
5595	QPS研究所	東証グロース	情報・通信業	A	2023/12/06	380	390	700	860	380	390	大西 俊輔（上場時37歳8カ月）／1986年生	37	2005	47	29	100000000	35000100	10256300	87.0	0.0	13.0	小型SAR衛星の製造費用	13300038000	20.9	20.9	0	0	0	0	28.1	13.5	"大西俊輔	代表取締役社長CEO	4095100	13.8
ｽｶﾊﾟｰJSAT(株)	資本業務提携先	2857000	9.6
(株)INCJ	投資業(ﾌｧﾝﾄﾞ)	2720000	9.2
(株)SMBC信託(金外信 12100440)	投資業(ﾌｧﾝﾄﾞ)	2400000	8.1
八坂哲雄	元取締役、従業員、創業者	2133800	7.2
市来敏光	代表取締役副社長COO	2095100	7.1
(株)SMBC信託(金外信 未来創生2号F	投資業(ﾌｧﾝﾄﾞ)	1783000	6.0
日本工営(株)	資本業務提携先	1142900	3.9
(株)SMBC信託(金外信 未来創生3号F	投資業(ﾌｧﾝﾄﾞ)	715000	2.4
ﾘｱﾙﾃｯｸﾌｧﾝﾄﾞ1号投組	投資業(ﾌｧﾝﾄﾞ)	703800	2.4"
4197	アスマーク	東証スタンダード	情報・通信業	B	2023/12/04	2300	2300	2800	2150	2150	2300	町田 正一（上場時56歳11カ月）／1967年生	56	2001	290	6	50000000	1085000	586500	14.5	72.5	13.0	リサーチシステム開発費、広告宣伝費、インフラ関連の設備強化、採用費	2495500000	92.5	90.5	2.0	0	0	0	0	0	"町田正一	代表取締役社長	874900	87.5
(株)ﾋﾞﾃﾞｵﾘｻｰﾁ	取引先	50000	5.0
町田香織	代表取締役の配偶者	30000	3.0
(株)ﾄﾞｩ･ﾊｳｽ	特別利害関係者など	25000	2.5
木原康博	取締役	20000	2.0
(株)MAM	取締役が代表取締役の会社	100	0.0"
9238	バリュークリエーション	東証グロース	サービス業	B	2023/11/22	1790	1790	3000	3090	1610	1790	新谷 晃人（上場時41歳1カ月）／1982年生	41	2008	44	9	34000000	1105000	348400	30.1	56.8	13.0	設備資金、借入金返済、採用費・人件費	1977950000	87.9	79.7	8.2	0	0	0	5.0	1.0	"(同)ひまわり	代表取締役の資産管理会社	650000	57.2
新谷晃人	代表取締役社長	255400	22.5
大坂谷優介	取締役	34180	3.0
(株)ｴｱﾄﾘ	投資業(ﾌｧﾝﾄﾞ)	22800	2.0
乗冨健矢	執行役員	21640	1.9
和田晃一	執行役員	18980	1.7
田中佑弥	執行役員	17720	1.6
西田憲司	特別利害関係者など	17080	1.5
かっこ(株)	資本業務提携先	11400	1.0
(株)ｱﾝﾋﾞｼｮﾝ･ﾍﾞﾝﾁｬｰｽﾞ	投資業(ﾌｧﾝﾄﾞ)	11400	1.0
ｸﾞﾛｰﾊﾞﾙ･ﾀｲｶﾞｰ･ﾌｧﾝﾄﾞ3号投組	投資業(ﾌｧﾝﾄﾞ)	11400	1.0
(株)ベクトル	投資業(ﾌｧﾝﾄﾞ)	11400	1.0
豊野桂太	特別利害関係者など	9120	0.8"
5889	Japan EyewearHoldings	東証スタンダード	小売業	A	2023/11/16	1700	1360	1360	1271	1330	1360	金子 真也（上場時65歳3カ月）／1958年生	65	2019	13	8	10000000	23944260	7599100	18.4	68.5	13.0	新社屋・新工場の建設費用	40705242000	46.4	46.4	0	0	0	0	50.4	0	"金子ｲﾝﾍﾞｽﾄ(株)	役員らが議決権の過半数所有	10790640	46.4
日本企業成長投資1号投組	投資業(ﾌｧﾝﾄﾞ)	5023640	21.6
Camellia Fund I Cayman,L.P.	投資業(ﾌｧﾝﾄﾞ)	2715260	11.7
Cerasus Fund I Cayman,L.P.	投資業(ﾌｧﾝﾄﾞ)	2108700	9.1
Wisteria Fund I Cayman,L.P.	投資業(ﾌｧﾝﾄﾞ)	1392840	6.0
ｺﾀｴﾙ信託(株)	新株予約権信託の受託者	690000	3.0
(株)日本政策投資銀行	投資業(ﾌｧﾝﾄﾞ)	469620	2.0
武川広行	特別利害関係者など	29040	0.1
三井衛	特別利害関係者など	14520	0.1"
5888	DAIWA CYCLE	東証グロース	小売業	B	2023/11/08	1610	1610	1800	1800	1530	1610	涌本 宜央（上場時49歳0カ月）／1974年生	49	1990	645	1	10000000	2600000	920000	65.2	21.7	13.0	新規店舗出店のための設備投資	4186000000	94.9	93.9	1.0	0	0	2.1	0	0	"涌本宜央	代表取締役社長	2000000	93.9
斎藤勇治	取締役	10000	0.5
金子陽一	取締役	10000	0.5
伊藤亮太	従業員	5500	0.3
原田敬士	従業員	5000	0.2
田中英明	従業員	5000	0.2
佐々木尚子	従業員	5000	0.2
金本崇英	従業員	3500	0.2
椿野拓哉	従業員	3500	0.2
上原章嗣	従業員	1500	0.1
河合純哉	従業員	1500	0.1
郷信平	従業員	1500	0.1
福田潤平	従業員	1500	0.1
名倉達也	従業員	1500	0.1
家永浩明	従業員	1500	0.1
藤井秋一郎	従業員	1500	0.1
遊佐貴正	従業員	1500	0.1"
4811	ドリーム・アーツ	東証グロース	情報・通信業	A	2023/10/27	2660	2660	3200	3005	2340	2660	山本 孝昭（上場時58歳8カ月）／1965年生	58	1996	226	59	300000000	4054600	910900	24.2	62.8	13.0	販売促進費、製品開発資金	10785236000	62.6	48.2	14.4	0	0	0	7.8	0	"山本孝昭	代表取締役社長	861000	22.4
芸夢YAMAMOTO(株)	役員らが議決権の過半数所有	704400	18.4
前川賢治	取締役執行役員CWO	347600	9.1
芸夢前川(株)	役員らが議決権の過半数所有	284400	7.4
牧山公彦	取締役専務執行役員	202400	5.3
金井正義	監査役	188000	4.9
ｺﾀｴﾙ信託(株)	新株予約権信託の受託者	183000	4.8
(株)ﾌﾞｲ･ｼｰ･ｴﾇ	投資業(ﾌｧﾝﾄﾞ)	160000	4.2
NTTﾌｧｲﾅﾝｽ(株)	投資業(ﾌｧﾝﾄﾞ)	140000	3.6
加賀電子(株)	特別利害関係者など	92000	2.4
妹尾芳隆	特別利害関係者など	68000	1.8"
9237	笑美面	東証グロース	サービス業	B	2023/10/26	1190	1240	1860	1801	1140	1240	榎並 将志（上場時39歳4カ月）／1984年生	39	2010	78	22	69958000	1939750	494500	56.6	30.3	13.0	新規拠点開設費、人材の採用費・人件費、システム開発費、広告宣伝費	2308302500	66.9	65.2	1.7	0	0	0	15.8	5.2	"榎並将志	代表取締役社長	1143480	65.2
ﾍﾙｽｹｱ･ﾆｭｰﾌﾛﾝﾃｨｱ投組	投資業(ﾌｧﾝﾄﾞ)	109500	6.2
三菱UFJｷｬﾋﾟﾀﾙ6号投組	投資業(ﾌｧﾝﾄﾞ)	45000	2.6
ｱｸｻ生命保険(株)	資本業務提携先	45000	2.6
住友生命保険(相)	資本業務提携先	45000	2.6
梅田ｽﾀｰﾄｱｯﾌﾟﾌｧﾝﾄﾞ1号投組	投資業(ﾌｧﾝﾄﾞ)	39120	2.2
りそなｷｬﾋﾟﾀﾙ4号投資事業組合	投資業(ﾌｧﾝﾄﾞ)	30000	1.7
(株)ﾍﾟｲﾌｫﾜｰﾄﾞ	投資業(ﾌｧﾝﾄﾞ)	30000	1.7
西田明美	取締役CFO	30000	1.7
おおさか社会課題解決投組	投資業(ﾌｧﾝﾄﾞ)	24480	1.4
(合)ﾜｲｽﾞｱｾｯﾄ	特別利害関係者など	21870	1.2"
5845	全保連	東証スタンダード	その他金融業	A	2023/10/25	730	600	600	580	560	600	迫 幸治（上場時68歳4カ月）／1955年生	68	2001	622	23	279500000	22998000	6849400	37.2	49.7	13.0	システム投資	16788540000	19.1	17.7	1.4	0	0	0	67.7	0	"AZ-Star3号投組	投資業(ﾌｧﾝﾄﾞ)	8390800	35.1
ｲﾝﾍﾞｽﾄﾒﾝﾄZ1号投組	投資業(ﾌｧﾝﾄﾞ)	4441026	18.6
迫幸治	代表取締役社長執行役員	2950000	12.4
FP公開支援5号投組	投資業(ﾌｧﾝﾄﾞ)	1358000	5.7
茨木英彦	代表取締役副社長執行役員	1269000	5.3
MCo6号投資事業組合	投資業(ﾌｧﾝﾄﾞ)	1000000	4.2
投組ｾﾝﾃﾘｭｵ	投資業(ﾌｧﾝﾄﾞ)	850000	3.6
(株)沖縄海邦銀行	特別利害関係者など	384615	1.6
三菱UFJﾌｧｸﾀｰ(株)	特別利害関係者など	384615	1.6
藤本竜也	取締役常務執行役員	345000	1.4
(株)琉球銀行	特別利害関係者など	256500	1.1
全保連社員持株会	特別利害関係者など	223116	0.9
(株)りゅうせき	特別利害関係者など	128205	0.5
兆(株)	特別利害関係者など	128205	0.5
(株)JGｺｰﾎﾟﾚｰｼｮﾝ	特別利害関係者など	128205	0.5
ﾚｲﾝﾎﾞｰﾏﾈｼﾞﾒﾝﾄ(株)	特別利害関係者など	128205	0.5
損害保険ｼﾞｬﾊﾟﾝ(株)	特別利害関係者など	128205	0.5
奄美沖縄投組	投資業(ﾌｧﾝﾄﾞ)	128205	0.5
(株)りゅうにちﾎｰﾙﾃﾞｨﾝｸﾞｽ	特別利害関係者など	128205	0.5
ｴﾑｴｽﾃｨ保険ｻｰﾋﾞｽ(株)	特別利害関係者など	128205	0.5"
6525	KOKUSAIELECTRIC	東証プライム	電気機器	S	2023/10/25	1890	1840	1840	2116	1830	1840	金井 史幸（上場時67歳1カ月）／1956年生	67	2017	1129	5	10005002000	230404200	67674700	0.0	87.0	13.0	-	435463938000	71.5	0.2	0.5	0	70.8	0	11.3	0	"KKR HKE Investment L.P.	親会社、投資業(ﾌｧﾝﾄﾞ)	168700500	70.8
Applied Materials Europe B.V.	特別利害関係者など	34560000	14.5
KSP Kokusai Investments, LLC	投資業(ﾌｧﾝﾄﾞ)	15619500	6.5
Qatar Holding LLC	投資業(ﾌｧﾝﾄﾞ)	11520000	4.8
金井史幸	代表取締役社長執行役員	592923	0.2
小川雲龍	取締役専務執行役員	349512	0.1
柳川秀宏	専務執行役員など	348432	0.1
神谷勇二	取締役専務執行役員	313632	0.1
塚田和徳	常務執行役員など	309690	0.1
金山健司	執行役員	270765	0.1"
9236	ジャパンM&Aソリューション	東証グロース	サービス業	B	2023/10/24	1260	1340	2010	2250	1200	1340	三橋 透（上場時59歳4カ月）／1964年生	59	2019	31	8	91300000	1378000	439700	40.9	46.0	13.0	新規拠点の設立費用、採用費・人件費、システム投資など	1736280000	58.9	52.6	6.3	0	0	0.9	12.0	0	"三橋透	代表取締役社長	700000	52.6
(株)ﾃﾞｨｱ･ﾗｲﾌ	特別利害関係者など	120000	9.0
(株)ｴｱﾄﾘ	投資業(ﾌｧﾝﾄﾞ)	120000	9.0
中島秀浩	取締役	70000	5.3
谷垣俊一郎	特別利害関係者など	70000	5.3
ｼﾞｬﾊﾟﾝﾍﾞｽﾄﾚｽｷｭｰｼｽﾃﾑ(株)	特別利害関係者など	58000	4.4
日本ﾋﾞｽﾞｱｯﾌﾟ(株)	投資業(ﾌｧﾝﾄﾞ)	40000	3.0
大山亨	特別利害関係者など	20000	1.5
河合寿士	取締役	13000	1.0
文山和樹	従業員	12000	0.9"
9235	売れるネット広告社	東証グロース	サービス業	B	2023/10/23	1040	910	900	837	830	910	加藤公一レオ（上場時48歳2カ月）／1975年生	48	2010	45	3	10000000	3450000	1035000	43.5	43.5	13.0	販売促進費、人件費・採用活動費、クラウドサービス・マーケティング支援サービスに係る開発投資	3588000000	90.7	89.2	1.5	0	0	3.4	0	0	"加藤公一ﾚｵ	代表取締役社長CEO	1500000	44.6
(株)ﾚｵｱｾｯﾄﾏﾈｼﾞﾒﾝﾄ	役員らが議決権の過半数所有	1200000	35.7
加藤一恵	代表取締役の配偶者	300000	8.9
福本朋哉	従業員	30000	1.0
藤田純	取締役	23000	0.8
植木原宗平	取締役CFO	20500	0.7
田中真樹	従業員	20000	0.7
佐藤精一	従業員	20000	0.7
黒田香菜	従業員	14380	0.5
進藤聡太	従業員	14380	0.5"
4896	ケイファーマ	東証グロース	医薬品	B	2023/10/17	1040	950	874	875	900	1040	福島 弘明（上場時63歳2カ月）／1960年生	63	2016	16	10	100000000	11559000	1932000	87.0	0.0	13.0	研究開発、米国で設立予定の研究所関連資金、運転資金	12021360000	50.2	22.0	28.2	0	0	3.2	44.2	0	"福島弘明	代表取締役社長	2436000	22.0
SBI Ventures Two(株)	投資業(ﾌｧﾝﾄﾞ)	1516000	13.7
岡野栄之	取締役CSO	1282000	11.6
中村雅也	取締役CTO	1282000	11.6
大和日台ﾊﾞｲｵﾍﾞﾝﾁｬｰ2号投組	投資業(ﾌｧﾝﾄﾞ)	1143000	10.3
ﾃｸﾉﾛｼﾞｰﾍﾞﾝﾁｬｰｽﾞ5号投組	投資業(ﾌｧﾝﾄﾞ)	715000	6.5
SBIﾍﾞﾝﾁｬｰ投資促進税制投組	投資業(ﾌｧﾝﾄﾞ)	650000	5.9
かごしまﾊﾞﾘｭｰｱｯﾌﾟ投組	投資業(ﾌｧﾝﾄﾞ)	641000	5.8
松本真佐人	取締役CFO	550000	5.0
林哲	従業員	250000	2.3
KII2号投組	投資業(ﾌｧﾝﾄﾞ)	142000	1.3
古塚正幸	従業員	100000	0.9
ICMG共創ﾌｧﾝﾄﾞ1号投組	投資業(ﾌｧﾝﾄﾞ)	72000	0.7"
9170	成友興業	名証メイン	サービス業	C	2023/10/13	2430	2300	2200	2116	2200	2430	細沼 順人（上場時56歳4カ月）／1967年生	56	1975	226	5	293775000	1286100	149500	20.1	66.9	13.0	工場設備の一部入れ替え	3125223000	91.9	90.5	1.4	0	0	0.2	0	0	"細沼順人	代表取締役社長	978771	71.8
細沼菜穂子	代表取締役の血族	233138	17.1
成友興業従業員持株会	特別利害関係者など	22900	1.7
細沼理恵	代表取締役の配偶者	16791	1.2
元石真祐美	取締役執行役員	9060	0.7
萩森孝紀	取締役副社長執行役員	5700	0.4
鈴木裕	取締役執行役員	5220	0.4
多摩信用金庫	特別利害関係者など	4500	0.3
新富明男	取締役常務執行役員	3780	0.3
藤盛諭	従業員	3210	0.2"
9333	Earth TechnologyGroup	東証グロース	サービス業	A	2023/10/06	1960						能代 達也（上場時37歳10カ月）／1985年生	38	2020	17	4	130875000	4643995	3496400	1.4	85.5	13.0	借入金の返済	9102230200	9.7	9.0	0.7	0	0	0	90.3	0	"Sunrise Capital III, L.P.	投資業(ﾌｧﾝﾄﾞ)	2200415	45.4
Sunrise Capital III(JPY), L.P.	投資業(ﾌｧﾝﾄﾞ)	1197910	24.7
SunriseCapital III(Non-US), L.P.	投資業(ﾌｧﾝﾄﾞ)	976920	20.2
谷川昭雄	創業者	218750	4.5
能代達也	代表取締役社長など	218750	4.5
松永好司	取締役CFOなど	32795	0.7"
