コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
6081	アライドアーキテクツ	マザーズ		A	2013/11/29	1400	1700	7000	5600	1500	1700	中村　壮秀／1974年生	39	2005	130	112	201420000	4134100	761800	52.5	34.5	13.0	人材関連費や広告宣伝費などの運転資金	5787740000	62.9	43.9	19.0	0	0	2.4	16.7	0	"中村　壮秀	代表取締役社長	1817000	43.9
ドリームインキュベータ	ベンチャーキャピタル（ファンド）	646000	15.6
松尾　幸一郎	取締役	410000	9.9
住友商事	特別利害関係者等	340000	8.2
アイスタイル	取引先	183100	4.4
西田　貴一	取締役CTO	170000	4.1
長井　宏和	取締役CFO	150000	3.6
津下本　耕太郎	取締役	60000	1.4
ジャフコＶ２共有	ベンチャーキャピタル（ファンド）	45300	1.1
菊池　慎一郎	従業員	35000	0.8
石井　泰輔	従業員	35000	0.8
岩本　太陽	従業員	35000	0.8"
3679	じげん	マザーズ	-	A	2013/11/22	500	600	1380	1750	500	600	平尾　丈／1982年生	31	2006	68	11	78395000	51050000	9832500	10.2	76.8	13.0	人件費や広告宣伝費などの運転資金、システム投資とオフィス移転関連などの設備資金	25525000000	75.8	73.0	2.8	0	0	1.2	23.0	0	"じょうげん	代表取締役社長が議決権の過半数を所有する会社	25025000	48.0
平尾 丈	代表取締役社長	13020000	25.0
ジャフコ・スーパーV3共有	ベンチャーキャピタル（ファンド）	12005000	23.0
海野 慧	取締役	700000	1.3
松浦 晃久	取締役	420000	0.8
須藤 実和	取締役	210000	0.4
高島 祐亮	従業員	175000	0.3
須崎 和延	従業員	175000	0.3
翠 勇樹	従業員、子会社の取締役	140000	0.3
鈴木 一平	従業員	140000	0.3
田添 聡士	従業員	140000	0.3"
3678	メディアドゥ	マザーズ	-	A	2013/11/20	3000	3300	10000	11770	3000	3300	藤田　恭嗣／1973年生	40	1999	92	101	366563000	2230000	391000	69.1	17.9	13.0	ファイル制作費用やサーバーなどの設備資金、広告宣伝費などの運転資金	6690000000	63.4	45.1	18.3	0	0	1.4	14.7	0	"藤田　恭嗣	代表取締役社長	1004100	43.9
ＤＧインキュベーション	ベンチャーキャピタル（ファンド）	336000	14.7
大和田　和恵	取締役	180200	7.9
森　秀樹	取締役	120500	5.3
寺山　隆一	取締役	60000	2.6
溝口　敦	取締役	56200	2.5
小学館	取引先	55200	2.4
講談社	取引先	50000	2.2
従業員持ち株会	特別利害関係者等	37600	1.6
鈴木　克征	従業員	31500	1.4
藤田　和美	代表取締役社長の血族	28000	1.2"
6080	M&Aキャピタルパートナーズ	マザーズ		B	2013/11/20	2480	3000	7000	10000	2800	3000	中村　悟／1973年生	40	2005	21	23	49250000	2140000	172500	87.0	0.0	13.0	人材採用や教育費用、マーケティング活動の強化	5307200000	70.7	60.1	10.6	0	0	6.8	17.2	0	"中村　悟	代表取締役社長	1328000	58.7
十亀　洋三	取締役	240000	10.6
JAIC-IF３号	ベンチャーキャピタル（ファンド）	168000	7.4
オリックス10号	ベンチャーキャピタル（ファンド）	150000	6.6
土屋　淳	従業員	76000	3.4
日本アジア投資	ベンチャーキャピタル（ファンド）	72000	3.2
中村　陽子	代表取締役社長の配偶者	32000	1.4
岡村　英哲	従業員	30000	1.3
桜井　哲博	従業員	28000	1.2
渡辺　研	従業員	20000	0.9"
3189	ANAP	JASDAQスタンダード	-	B	2013/11/19	960	1000	5000	5100	960	1000	家高　利康／1960年生	53	1992	269	33	118000000	2060000	540500	59.2	27.8	13.0	新規出店費用	1977600000	91.8	87.7	4.1	0	0	0	2.8	0	"中島　篤三	代表取締役会長	1173000	56.2
家高　利康	代表取締役社長	526000	25.2
りそな銀行	特別利害関係者等	50000	2.4
中島　睦美	代表取締役の配偶者	40000	1.9
家高　利直	代表取締役の血族	35000	1.7
家高　利彰	代表取締役の血族	35000	1.7
鈴木　忠昭	執行役員	35000	1.7
みずほキャピタル	ベンチャーキャピタル（ファンド）	30000	1.4
ジャフコ	ベンチャーキャピタル（ファンド）	30000	1.4
竹内　博	取締役	25000	1.2
松山　麻佐美	取締役	25000	1.2
家高　利雄	代表取締役の血族	20000	1.0"
3677	システム情報	JASDAQスタンダード	-	C	2013/10/22	700	740	2500	3500	700	740	松原　春男／1944年生	69	1980	283	153	108500000	2570000	690000	58.0	29.0	13.0	システム技術者らの採用費用や人件費	1799000000	66.3	60.3	6.0	0	0	1.2	8.1	0	"松原　春男	代表取締役社長	950900	38.5
エイチエムティ	役員等が議決権の過半数を所有する会社	300000	12.1
鈴木　隆司	取締役副社長	238930	9.7
東京中小企業投資育成	ベンチャーキャピタル（ファンド）	200000	8.1
佐藤　正佳	特別利害関係者等	153000	6.2
長瀬　昇二	取締役	90250	3.6
作間　栄	取締役	59200	2.4
師橋　卓久	監査役	58000	2.4
日本ビジネスエンジニアリング	取引先	30000	1.2
佐藤　正之	従業員	29900	1.2"
6079	エナリス	マザーズ	-	A	2013/10/08	230	280	650	717	240	280	池田　元英／1969年生	44	2008	90	98	95000000	42040500	8930000	46.7	40.3	13.0	システム投資、ディーゼル発電設備や販売用発電所の建設	9669315000	73.5	71.7	1.8	0	0	0	24.2	0	"池田　元英	代表取締役社長	12736000	32.8
池田　奈月	代表取締役社長の配偶者	12700000	32.7
ジャフコ・スーパーＶ３共有	ベンチャーキャピタル（ファンド）	6400000	16.5
NIFSMBC-V2006S3	ベンチャーキャピタル（ファンド）	3000000	7.7
（有）プリシャス	役員等が議決権の過半数を所有する会社	2400000	6.2
渡部　健	常務取締役	536000	1.4
エナリス	自己株式	132800	0.3
久保　好孝	取締役会長	36000	0.1
長沼　隆治	専務取締役	36000	0.1
高橋　直弘	取締役	36000	0.1
藤田　昌香	取締役	36000	0.1
川崎　勝久	監査役	36000	0.1"
6078	バリューHR	JASDAQスタンダード	-	B	2013/10/04	1800	2000	4000	4035	1800	2000	藤田　美智雄／1960年生	53	2001	196	175	185655000	1238000	414000	59.2	27.8	13.0	システムやソフトウエアなどの設備資金	2228400000	35.3	28.3	7.0	0	0	5.2	9.0	0	"藤田　美智雄	代表取締役社長	358700	28.3
森嶋　正	取締役会長	88200	7.0
片切　寛	従業員	65900	5.2
バリューＨＲ	自己株式	54000	4.2
あまの創健	特別利害関係者等	54000	4.2
ニッセイ・キャピタル４号	ベンチャーキャピタル（ファンド）	50000	3.9
安田企業投資４号	ベンチャーキャピタル（ファンド）	40000	3.1
法研	特別利害関係者等	40000	3.1
増山　育男	特別利害関係者等	32000	2.5
従業員持ち株会	特別利害関係者等	30000	2.4
オリックス８号	ベンチャーキャピタル（ファンド）	26000	2.0
吉成　外史	特別利害関係者等	26000	2.0"
5698	エンビプロ・ホールディングス	東証2部		C	2013/09/25	630	700	800	1040	630	700	佐野 富和／1952年生	61	2010	240	79	100000000	6222000	1863000	87.0	0.0	13.0	各種業務システムの修繕や災害時のシステム復旧体制の整備、トラック、フォークリフトなど車両運搬具や複合選別設備などの購入、建屋照明設備など工場設備の改修	3919860000	89.4	85.6	3.8	0	0	0	0	0	"佐野　富和	代表取締役社長、子会社取締役、関連会社取締役	3195000	63.3
佐野　文勝	常務取締役、代表取締役社長の血族、子会社取締役	990000	19.6
ユー・エス・エス	特別利害関係者等	180000	3.6
石井　裕高	専務取締役、子会社取締役、関連会社取締役	153000	3.0
石井　明子	代表取締役社長の血族、従業員	138000	2.7
三井住友銀行	特別利害関係者等	72000	1.4
鈴木　直之	取締役、子会社取締役	39000	0.8
三菱東京ＵＦＪ銀行	特別利害関係者等	36000	0.7
静岡銀行	特別利害関係者等	36000	0.7
李　興宰	-	33000	0.7
富士通ゼネラル	特別利害関係者等	30000	0.6
富士宮信用金庫	特別利害関係者等	30000	0.6"
3288	オープンハウス	東証1部		A	2013/09/20	1780	1780	2500	2100	1580	1780	荒井　正昭／1965年生	48	1996	533	29	290975000	27625000	8375000	64.5	35.5	4.8	事業用地や国内収益不動産の取得、戸建てやマンションの建設	49172500000	65.2	61.5	3.7	0	0	0	17.9	0	"荒井　正昭	代表取締役社長、子会社取締役	14950000	61.5
ジャフコＶ２共有	ベンチャーキャピタル（ファンド）	3784000	15.6
従業員持ち株会	特別利害関係者等	1404000	5.8
オープンハウス	自己株式	1400000	5.8
今村　仁司	専務取締役、子会社取締役	501000	2.1
ジャフコＶ２－Ｗ	ベンチャーキャピタル（ファンド）	365000	1.5
福岡　良介	取締役、子会社取締役	217000	0.9
小堀　洋	特別利害関係者等	212000	0.9
野村証券	金融商品取引業者	200000	0.8
福島　洋介	監査役、子会社監査役	184000	0.8
佐藤　理	取締役	172000	0.7"
3187	サンワカンパニー	マザーズ		B	2013/09/13	830	950	2185	3500	870	950	谷口　亘／1972年生	41	1979	47	49	150000000	2780000	437000	87.0	0.0	13.0	ショールームの設備資金	2307400000	24.3	12.3	12.0	0	0	3.9	25.8	0	"ドリームインキュベータ	ベンチャーキャピタル（ファンド）	700000	22.6
山根　太郎	特別利害関係者等	412000	13.3
山根　良太	特別利害関係者等	412000	13.3
谷口　亘	代表取締役社長	380000	12.3
山根　知子	特別利害関係者等	356000	11.5
荒砂　康行	取締役	286000	9.2
原野　繁之	従業員	120000	3.9
野村証券	金融商品取引業者	100000	3.2
山根アセット	特別利害関係者等	100000	3.2
平井　靖人	取締役	66000	2.1
樋口　勝啓	元専務取締役	20000	0.7"
6077	N・フィールド	マザーズ		C	2013/08/29	1250	1500	2500	3100	1300	1500	野口　和輝／1964年生	49	2003	185	11	232500000	1192500	471500	75.3	11.7	13.0	事業所や営業所の新規開設、システム構築、借入金の返済	1490625000	62.0	59.5	2.5	0	0	0	38.0	0	"野口  和輝	代表取締役社長	450000	50.7
ジャフコ・スーパーＶ３共有	ベンチャーキャピタル（ファンド）	337500	38.0
野口  美香	代表取締役社長の配偶者	50000	5.6
古郷  優子	代表取締役副社長	15500	1.8
高木  三愛	代表取締役専務	12500	1.4
谷岡  博	取締役	9500	1.1
小野木  謙一	取締役	5000	0.6
安松  大輔	取締役	3500	0.4
鎌田  聖一	取締役	2000	0.2
竹島  舞	取締役	1500	0.2"
6076	アメイズ	福証	-	B	2013/08/13	730	730	700	797	700	730	穴見　保雄／1935年生	78	1924	114	60	825000000	7417500	1414500	87.0	0.0	13.0	店舗開設に伴う敷金や付属設備の購入	5414775000	89.2	89.2	0	0	0	0	0	0	"穴見　賢一	代表取締役社長の血族	2004480	32.4
穴見　保雄	代表取締役社長	1865700	30.1
穴見　加代	代表取締役社長の配偶者、専務取締役の血族	1500000	24.2
亀の井バス	特別利害関係者等	95535	1.5
穴見　美由紀	特別利害関係者等	32700	0.5
穴見　雄人	代表取締役社長の血族	32700	0.5
穴見　大地	代表取締役社長の血族	32700	0.5
穴見　悟志	代表取締役社長の血族	32700	0.5
穴見　美沙姫	代表取締役社長の血族	32700	0.5
児玉　幸子	専務取締役、代表取締役社長の配偶者の妹	32415	0.5"
3186	ネクステージ	マザーズ	-	B	2013/07/30	1500	1700	2400	2011	1500	1700	広田　靖治／1973年生	40	1998	432	80	100000000	3141000	824500	77.3	9.7	13.0	新規出店の設備資金、商品仕入れのための運転資金	4711500000	76.7	74.8	1.9	0	0	1.8	16.3	0	"広田　靖治	代表取締役社長兼CEO	1027200	37.9
ＳＭＮ	役員等が議決権の過半数を所有する会社	1000000	36.9
ティー・ハンズオン１号	ベンチャーキャピタル（ファンド）	400000	14.8
従業員持ち株会	特別利害関係者等	56800	2.1
ティー・ハンズオンインベストメント	ベンチャーキャピタル（ファンド）	40000	1.5
田中　一栄	常務取締役兼COO	26000	1.0
井野　貴文	従業員	24000	0.9
磯貝　哲也	従業員	24000	0.9
安藤　弘志	取締役兼CFO	24000	0.9
細野　順三	-	10000	0.4"
