コード	企業名	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
9434	ソフトバンク	2018/12/19	1500	1500	1500	1463	1500	1500	宮内 謙 （上場時69歳1カ月）／1949年生	69	1986	17300	11	204309316000	4787145170	1764063100	0.0	90.9	9.1	－	7180717755000	97.97	0.2	0.2	0	97.57	0	0	0	"ｿﾌﾄﾊﾞﾝｸｸﾞﾙｰﾌﾟｼﾞｬﾊﾟﾝ㈱	親会社	4786613170	97.57
孫 正義	取締役会長	4000000	0.08
宮内 謙	代表取締役社長執行役員兼CEO	4000000	0.08
榛葉 淳	代表取締役副社長執行役員兼COO	2000000	0.04
今井 康之	代表取締役副社長執行役員兼COO	2000000	0.04
宮川 潤一	代表取締役副社長執行役員兼CTO	2000000	0.04
藤原 和彦	取締役専務執行役員兼CFO	1500000	0.03
久木田 修一	専務執行役員	1500000	0.03
ｴﾘｯｸ･ｶﾞﾝ	専務執行役員	1500000	0.03
青野 史寛	専務執行役員兼CHRO/CCO	1500000	0.03"
7046	テクノスデータサイエンス・エンジニアリング	2018/12/18	2900	3200	5000	6350	2900	3200	城谷 直彦 （上場時66歳5カ月）／1952年生	66	2013	97	34	553500000	2200000	616000	30.8	56.2	13.0	研究開発費、教育・研修費、採用費	6380000000	12.899999999999999	12.899999999999999	0	0	0	7.529999999999999	0	0	"(株)ﾃｸﾉｽｼﾞｬﾊﾟﾝ	その他の関係会社	806000	43.33
城谷 直彦	代表取締役社長	160000	8.6
(株)ｴﾇ･ﾃｨ･ﾃｨ･ﾃﾞｰﾀ	特別利害関係者など	160000	8.6
あいおいﾆｯｾｲ同和損害保険(株)	特別利害関係者など	160000	8.6
城谷 紀子	代表取締役社長の配偶者	80000	4.3
奥出 聡	従業員	80000	4.3
従業員持ち株会	特別利害関係者など	74000	3.98
野池 清文	特別利害関係者など	60000	3.23
白井 孝秀	従業員	60000	3.23
佐藤 晃	特別利害関係者など	20000	1.08"
1450	田中建設工業	2018/12/18	2210	2400	3000	2570	2210	2400	釆沢 和義 （上場時67歳2カ月）／1951年生	67	1982	77	41	74700000	2128400	356500	43.5	43.5	13.0	人材採用や人件費、システム投資、大型案件受注に備えた運転資金	4703764000	87.52999999999999	86.72999999999999	0.8	0	0	0	0	0	"ｽﾘｰﾊﾝﾄﾞﾚｯﾄﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	創業者の資産管理会社	1700200	86.16
田中 俊昭	名誉相談役、創業者	55600	2.82
田中 俊恒	特別利害関係者など	22200	1.12
松野 洋子	特別利害関係者など	22200	1.12
鬼塚 麻紀子	特別利害関係者など	22200	1.12
富士倉庫運輸(株)	特別利害関係者など	18700	0.95
釆沢 和義	代表取締役社長	11200	0.57
従業員持ち株会	特別利害関係者など	9500	0.48
大栄不動産(株)	特別利害関係者など	8700	0.44
小池 正晴	専務取締役	7800	0.4
津村 友城	特別利害関係者など	7800	0.4
貝原 利明	常務取締役	7800	0.4
岡田 英夫	特別利害関係者など	7800	0.4"
7045	ツクイスタッフ	2018/12/17	2580	2630	4000	4030	2580	2630	三宅 篤彦 （上場時60歳1カ月）／1958年生	60	2016	187	6	100000000	1500000	345000	29.0	58.0	13.0	求人・広告宣伝費、新規出店費、敷金・保証金	3870000000	82.44	1.11	2.03	0	79.3	0.8	0	0	"(株)ﾂｸｲ	親会社	1216000	79.3
従業員持ち株会	特別利害関係者など	145000	9.46
三宅 篤彦	代表取締役社長	17000	1.11
平野 裕	取締役	13000	0.85
田村 雅人	取締役	13000	0.85
金井 直人	取締役、監査役	5000	0.33
下村 光輝	従業員	3000	0.2
久保田 勝	従業員	3000	0.2
内藤 哲郎	従業員	3000	0.2
土井 貞和	従業員	3000	0.2"
2970	グッドライフカンパニー	2018/12/17	1590	1600	2100	1951	1550	1600	高村 隼人 （上場時39歳2カ月）／1979年生	39	2008	44	2	100000000	1350000	460000	54.3	32.6	13.0	不動産投資用新築一棟マンションの開発などにかかる運転資金	2146500000	95.69	87.98	7.71	0	0	1.96	0	0	"高村 隼人	代表取締役社長	1050000	87.98
近松 敬倫	常務取締役	61000	5.11
伊藤 貴光	取締役	16000	1.34
出永 太郎	取締役	8000	0.67
森田 旭	取締役	7000	0.59
牛島 亮太	従業員	6000	0.5
岡崎 勲	従業員	5500	0.46
藤川 宜賢	従業員	5000	0.42
吉村 寛子	従業員	3600	0.3
増田 大晃	従業員	3300	0.28"
7670	オーウエル	2018/12/13	700	750	850	855	700	750	飛戸 克治 （上場時61歳0カ月）／1957年生	61	1943	390	167	857860000	10500000	1872200	87.0	0.0	13.0	システム構築やロボットの更新、営業所改築費、運転資金、借入金の返済	7350000000	0	0	0	0	0	0	0	0	"従業員持ち株会	特別利害関係者など	1403000	16.27
日本ﾍﾟｲﾝﾄ(株)	取引先	900000	10.43
関西ﾍﾟｲﾝﾄ(株)	取引先	700000	8.12
大日本塗料(株)	取引先	550000	6.38
(株)三菱UFJ銀行	取引先	420000	4.87
日油(株)	取引先	400000	4.64
(株)三井住友銀行	取引先	300000	3.48
(株)みずほ銀行	取引先	300000	3.48
宮本 文義	特別利害関係者など	260000	3.01
神東塗料(株)	取引先	250000	2.9"
1449	FUJIジャパン	2018/12/13	730	740	820	907	720	740	佐々木 忠幸 （上場時51歳11カ月）／1967年生	51	2005	55	8	45000000	710000	110000	54.5	45.5	0.0	新規出店費用、高校新卒社員の人件費	518300000	96.16	92.31	3.85	0	0	0	0	0	"佐々木 忠幸	代表取締役	600000	92.31
従業員持ち株会	特別利害関係者など	21000	3.23
樋口 俊一	取締役	10000	1.54
佐賀 一郎	取締役	10000	1.54
大内 宏	監査役	3000	0.46
黒川 明則	取締役	3000	0.46
大高 誠	取締役	2000	0.31
国見 政明	監査役	1000	0.15"
4423	アルテリア・ネットワークス	2018/12/12	1400	1250	1200	1190	1150	1500	川上 潤 （上場時55歳6カ月）／1963年生	55	2016	510	2	5150010000	50000000	20125000	0.0	87.0	13.0	-	70000000000	0	0	0	0	0	0	50.0	0	"丸紅(株)	その他の関係会社	25000000	50.0
RedAnchor Investments Limited	ベンチャーキャピタル（ファンド）	25000000	50.0"
7044	ピアラ	2018/12/11	2210	2550	5900	5030	2350	2550	飛鳥 貴雄 （上場時43歳6カ月）／1975年生	43	2004	103	34	375588000	3481840	484000	72.3	18.6	9.1	システム投資、増員・採用関連費、借入金の返済	7694866400	64.15	53.47	10.68	0	0	0	17.849999999999998	0	"FLYING BIRD(株)	役員らが議決権の過半数所有	924800	28.15
飛鳥 貴雄	代表取締役社長	832000	25.32
B Dash Fund 3号投組	投資業(ﾌｧﾝﾄﾞ)	400000	12.17
根来 伸吉	常務取締役	175600	5.34
山口 渉	取締役	175600	5.34
三菱UFJｷｬﾋﾟﾀﾙ6号投組	投資業(ﾌｧﾝﾄﾞ)	133320	4.06
森 満彦	顧問税理士	70000	2.13
Vector Group International Ltd	特別利害関係者など	66000	2.01
SBSﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	特別利害関係者など	40040	1.22
(株)ｴﾎﾞﾗﾌﾞﾙｱｼﾞｱ	特別利害関係者など	40000	1.22
ﾘﾝｷﾝｵﾘｴﾝﾄ第一号投組	投資業(ﾌｧﾝﾄﾞ)	26640	0.81
(株)オークファン	投資業(ﾌｧﾝﾄﾞ)	26640	0.81
久富 哲也	特別利害関係者など	26640	0.81"
7043	アルー	2018/12/11	1300	1370	2800	2010	1300	1370	落合 文四郎 （上場時41歳8カ月）／1977年生	41	2003	98	8	120700000	2466300	675600	44.4	42.6	13.0	採用費・人件費、システム強化・保守費用、広告宣伝費、借入金返済	3206190000	77.0	63.35	13.65	0	0	2.08	16.68	0	"落合 文四郎	代表取締役社長	982000	43.68
(株)ﾌｫｰﾃｨｰｼｸｻｰｽﾞ	役員らが議決権の過半数を所有する会社	442200	19.67
(株)ﾄﾞﾘｰﾑｲﾝｷｭﾍﾞｰﾀ	ベンチャーキャピタル（ファンド）	375000	16.68
池田 祐輔	取締役執行役員	196000	8.72
稲村 大悟	取締役執行役員	110900	4.93
社員持ち株会	特別利害関係者など	85700	3.81
田中 英範	従業員	29900	1.33
村田 直人	従業員	5800	0.26
斎藤 俊輔	従業員	5700	0.25
中村 俊介	従業員	5400	0.24
(株)ﾗｲﾄﾊﾟﾌﾞﾘｼﾃｨ	特別利害関係者など	5000	0.22"
3498	霞ヶ関キャピタル	2018/11/28	3660	3240	7000	6240	3000	3240	河本 幸士郎 （上場時45歳0カ月）／1973年生	45	2011	26	13	170000000	1345600	155000	87.1	0.0	12.9	太陽光発電施設の取得・開発、保育園用賃貸物件の開発、収益不動産の取得・開発	4924896000	69.42	16.43	52.99	0	0	0	6.09	0	"小川 潤之	取締役最高執行責任者	681520	49.43
河本 幸士郎	代表取締役社長	226600	16.43
EEIｽﾏｰﾄｴﾅｼﾞｰ投組	ベンチャーキャピタル（ファンド）	84000	6.09
川口 正人	特別利害関係者など	80000	5.8
加藤 裕司	特別利害関係者など	53200	3.86
山下 幸三	特別利害関係者など	43200	3.13
広瀬 一成	取締役最高財務責任者	34000	2.47
石井 晃	特別利害関係者など	33600	2.44
(株)ﾄﾘﾌﾟﾙ･ｱｲ	特別利害関係者など	28000	2.03
鈴木 健仁	取締役最高管理責任者	15000	1.09"
7042	アクセスグループ・ホールディングス	2018/11/06	1240	1340	3150	3500	1240	1340	木村 勇也 （上場時39歳2カ月）／1979年生	39	1990	17	39	100000000	1159800	460000	52.2	34.8	13.0	既存サイト拡充などの設備投資、借入金の返済	1438152000	80.64999999999999	79.21999999999998	1.43	0	0	0	0	0	"木村 春樹	代表取締役会長	402500	43.76
木村 勇也	代表取締役社長	248600	27.03
(同)A･G･S	特別利害関係者など	134500	14.62
木村 純子	代表取締役の配偶者	70000	7.61
社員持ち株会	特別利害関係者など	22200	2.41
増永 夏美	代表取締役社長の血族	7500	0.82
土田 俊行	常務取締役、子会社の取締役	3000	0.33
冨沢 一憲	子会社の取締役	3000	0.33
豊田 隆	取締役	3000	0.33
田中 康弘	子会社の取締役	2000	0.22
中野 博昭	子会社の取締役	2000	0.22"
4422	VALUENEX	2018/10/30	1520	1840	4305	4300	1700	1840	中村 達生 （上場時52歳11カ月）／1965年生	53	2006	17	15	100000000	2746200	511700	82.1	4.9	13.0	研究開発費、人件費、外注費、採用費、本社拡張費、広告宣伝費	4174224000	36.17	31.27	4.9	0	0	0	52.059999999999995	0	"早稲田1号投組	ベンチャーキャピタル（ファンド）	1106100	42.61
中村 達生	代表取締役社長	811700	31.27
ｳｴﾙｲﾝﾍﾞｽﾄﾒﾝﾄ(株)	ベンチャーキャピタル（ファンド）	125100	4.82
平沢 創	特別利害関係者など	120000	4.62
日本ｱｼﾞｱ投資(株)	ベンチャーキャピタル（ファンド）	97500	3.76
工藤 郁哉	取締役	66800	2.57
ChoiJiyoung	子会社の取締役	60500	2.33
長谷川 智彦	特別利害関係者など	60000	2.31
VALUENEX(株)	自己株式	54000	2.08
石井 正純	特別利害関係者など	25200	0.97
KIZUNA投組	ベンチャーキャピタル（ファンド）	22500	0.87"
3497	リーガル不動産	2018/10/23	1360	1380	2300	1972	1360	1380	平野 哲司 （上場時59歳3カ月）／1959年生	59	2000	129	4	90000000	2740000	1161500	63.7	23.2	13.0	営業用不動産の購入	3726400000	93.6	84.75	8.850000000000001	0	0	1.7300000000000002	0	0	"(株)ﾘｰｶﾞﾙｱｾｯﾄ	代表取締役社長の資産管理会社	1120000	52.15
平野 哲司	代表取締役社長	700000	32.6
山名 孝宏	取締役	90000	4.19
藤原 寛	取締役	90000	4.19
(株)ﾘｰｶﾞﾙ不動産	自己株式	28500	1.33
水向 隆	取締役	10000	0.47
池田 維彦	従業員	7000	0.33
完山 吉秀	従業員	6000	0.28
山村 真一	従業員	6000	0.28
岡田 千	従業員	6000	0.28
棚原 徹	従業員	6000	0.28
川島 良太	従業員	6000	0.28"
4421	ディ・アイ・システム	2018/10/19	1220	1280	3000	3300	1220	1280	長田 光博 （上場時66歳0カ月）／1952年生	66	1997	392	24	97050000	1480000	520900	57.6	29.4	13.0	オフィス移転費、システム投資、借入金の返済	1805600000	75.69000000000001	67.49000000000001	8.2	0	0	2.23	0	0	"(株)NAM	役員らが議決権の過半数を所有する会社	500000	40.54
長田 光博	代表取締役社長	170000	13.78
吉原 孝行	監査役	82000	6.65
社員持ち株会	特別利害関係者など	73000	5.92
石井 亜沙子	代表取締役社長の血族	60000	4.86
仲 麻衣子	代表取締役社長の血族	60000	4.86
富田 健太郎	常務取締役、関係会社の役員	50600	4.1
関亦 在明	常務取締役、関係会社の役員	50600	4.1
長田 明子	代表取締役社長の配偶者	42500	3.45
大塚 豊	従業員	27500	2.23"
9279	ギフト	2018/10/19	1900	2090	2800	3710	1900	2090	田川 翔 （上場時35歳11カ月）／1982年生	36	2009	215	22	35025000	4659000	1182200	50.8	36.2	13.0	直営店舗の新規出店	8852100000	94.11999999999999	92.17999999999999	1.94	0	0	0.9400000000000001	0	0	"(株)ｸﾞﾛｰｳｨﾝｸﾞ	役員らが議決権の過半数を所有する会社	2200000	51.89
田川 翔	代表取締役社長	1204000	28.4
笹島 竜也	取締役副社長	492000	11.61
末広 紀彦	取締役	44000	1.04
(株)力の源ﾎｰﾙﾃﾞｨﾝｸﾞｽ	特別利害関係者など	42000	0.99
藤井 誠二	専務取締役	24000	0.57
宮下 清幸	従業員	16000	0.38
従業員持ち株会	特別利害関係者など	14000	0.33
榎 正規	取締役	14000	0.33
網野 功介	従業員	12000	0.28
(株)ガーデン	特別利害関係者など	12000	0.28
田川 敏	代表取締役社長の血族	12000	0.28
半田 晃大	従業員	12000	0.28"
7805	プリントネット	2018/10/18	1360	1400	2200	2041	1360	1400	小田原 洋一 （上場時53歳0カ月）／1965年生	53	1987	230	36	178162000	5220400	1846100	40.6	46.4	13.0	関東工場の設備投資資金	7099744000	81.5	81.5	0	0	0	0	0	0.88	"PNｺｰﾎﾟﾚｰｼｮﾝ(株)	役員らが議決権の過半数を所有する会社	2000000	44.07
小田原 洋一	代表取締役社長	1498200	33.02
森田 樹里	代表取締役社長の血族	200000	4.41
大日本商事(株)	取引先	80000	1.76
ﾗｸｽﾙ(株)	資本業務提携先、取引先	40000	0.88
日本ｱｸﾞﾌｱ･ｹﾞﾊﾞﾙﾄ(株)	取引先	40000	0.88
富士ﾌｨﾙﾑｸﾞﾛｰﾊﾞﾙｸﾞﾗﾌｨｯｸｼｽﾃﾑｽﾞ(株)	取引先	40000	0.88
(株)ｱｲｶ	取引先	40000	0.88
(株)桂紙業	取引先	40000	0.88
(株)紙藤原	取引先	40000	0.88
日商岩井紙ﾊﾟﾙﾌﾟ(株)	取引先	40000	0.88
(株)T&KTOKA	取引先	40000	0.88"
4420	イーソル	2018/10/12	1470	1680	2800	4000	1580	1680	長谷川 勝敏 （上場時56歳8カ月）／1962年生	56	1975	409	162	265000000	5210000	1190300	71.4	15.6	13.0	研究開発費、人材採用費、設備投資費	7658700000	29.02	19.56	9.46	0	0	7.8	0	4.59	"従業員持ち株会	特別利害関係者など	1191370	27.33
(株)KAM	役員らが議決権の過半数を所有する会社	352680	8.09
笠谷 喜代年	従業員	340190	7.8
(株)ﾋﾞｰｵｰﾋﾞｰ	役員らが議決権の過半数を所有する会社	300000	6.88
ｲｰｿﾙ(株)	自己株式	279820	6.42
山田 光信	取締役	212030	4.86
長谷川 勝敏	代表取締役社長	200000	4.59
(株)ｱﾊﾞｰﾙﾃﾞｰﾀ	資本提携先	200000	4.59
久保田 伊佐雄	取締役	106010	2.43
沢田 勉	特別利害関係者など	100000	2.29
上山 伸幸	常務取締役	94460	2.17"
4598	Delta-Fly Pharma	2018/10/12	4670	4770	4770	4385	4570	4770	江島 清 （上場時69歳1カ月）／1949年生	69	2010	11	19	1117500000	4305000	805000	87.0	0.0	13.0	研究開発費、人件費、経費	20104350000	20.64	20.64	0	0	0	0	44.269999999999996	0	"江島 清	代表取締役社長	775000	20.64
京大ﾍﾞﾝﾁｬｰNVCC1号投組	ベンチャーキャピタル（ファンド）	770000	20.51
(株)ﾔｸﾙﾄ本社	特別利害関係者など	437500	11.65
三菱UFJｷｬﾋﾟﾀﾙ3号投組	ベンチャーキャピタル（ファンド）	225000	5.99
ｲﾉﾍﾞｰｼｮﾝ･ｴﾝｼﾞﾝ三号投組	ベンチャーキャピタル（ファンド）	192500	5.13
ﾆｯｾｲ･ｷｬﾋﾟﾀﾙ6号投組	ベンチャーキャピタル（ファンド）	150000	3.99
三洋化成工業(株)	取引先	150000	3.99
ﾆｯｾｲ･ｷｬﾋﾟﾀﾙ4号投組	ベンチャーキャピタル（ファンド）	125000	3.33
ﾃﾞｨｰｱｲﾃｨｰ･ﾊﾟｰﾄﾅｰｽﾞ(株)	特別利害関係者など	125000	3.33
みずほ成長支援投組	ベンチャーキャピタル（ファンド）	100000	2.66
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ2号投組	ベンチャーキャピタル（ファンド）	100000	2.66
協和化学工業(株)	取引先	100000	2.66
富士製薬工業(株)	特別利害関係者など	100000	2.66"
