コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
285A	キオクシアホールディングス	東証プライム	電気機器	S	2024/12/18	1390	1455	1400	1440	1390	1520	早坂 伸夫（上場時69歳4カ月）／1955年生	69	2019	123	6	10000000000	539062500	82733900	26.1	60.9	13.0	設備投資	749296875000	0.9	0.2	0.7	0	0	0	54.9	0	"(株)東芝	その他の関係会社	210300000	39.7
BCPE Pangea Cayman, L.P.	投資業(ﾌｧﾝﾄﾞ)	134112000	25.3
BCPE Pangea Cayman2, LTD.	投資業(ﾌｧﾝﾄﾞ)	77400000	14.6
BCPE Pangea Cayman 1A, L.P.	投資業(ﾌｧﾝﾄﾞ)	48489780	9.2
BCPE Pangea Cayman 1B, L.P.	投資業(ﾌｧﾝﾄﾞ)	30998220	5.8
HOYA(株)	特別利害関係者など	16200000	3.1
ｽﾃｲｼｰ･ｽﾐｽ	取締役会長執行役員など	3105000	0.6
ﾛﾚﾝﾂｫ･ﾌﾛﾚｽ	元執行役員など	388140	0.1
早坂伸夫	代表取締役社長執行役員など	372600	0.1
渡辺友治	副社長執行役員など	310500	0.1"
291A	リスキル	東証グロース	サービス業	B	2024/12/17	3590	3730	4500	4840	3590	3730	松田 航（上場時36歳11カ月）／1988年生	36	2022	52	1	50000000	2080900	660400	12.3	74.7	13.0	人材採用費、オフィス拡張のための設備投資、海外事業への展開費、システム開発費	7470431000	100.0	100.0	0	0	0	0	0	0	"松田航	代表取締役社長	2000000	100.0"
289A	ファイントゥデイホールディングス	東証プライム	化学	S	2024/12/17	2150						小森 哲郎（上場時66歳0カ月）／1958年生	66	2021	7	1	900000000	102050000	41075100	0.0	87.0	13.0	-	219407500000	0	0	0	0	0	0.0	99.7	0	"Oriental Beauty Holding (HK)	投資業(ﾌｧﾝﾄﾞ)	102050000	99.7
匿名1	子会社の従業員	3828	0.0
匿名2	子会社の従業員	3828	0.0
匿名3	子会社の従業員	3828	0.0
匿名4	子会社の従業員	3828	0.0
匿名5	子会社の従業員	3828	0.0
匿名6	子会社の従業員	3828	0.0
匿名7	子会社の従業員	3828	0.0
匿名8	子会社の従業員	3828	0.0
匿名9	子会社の従業員	3828	0.0
匿名10	子会社の従業員	3828	0.0
匿名11	子会社の従業員	3828	0.0
匿名12	子会社の従業員	3828	0.0
匿名13	子会社の従業員	3828	0.0
匿名14	子会社の従業員	3828	0.0
匿名15	子会社の従業員	3828	0.0
匿名16	子会社の従業員	3828	0.0
匿名17	子会社の従業員	3828	0.0
匿名18	子会社の従業員	3828	0.0
匿名19	子会社の従業員	3828	0.0
匿名20	子会社の従業員	3828	0.0
匿名21	子会社の従業員	3828	0.0
匿名22	子会社の従業員	3828	0.0
匿名23	子会社の従業員	3828	0.0
匿名24	子会社の従業員	3828	0.0
匿名25	子会社の従業員	3828	0.0
匿名26	子会社の従業員	3828	0.0
匿名27	子会社の従業員	3828	0.0
匿名28	子会社の従業員	3828	0.0"
287A	黒田グループ	東証スタンダード	卸売業	A	2024/12/17	640	700	1000	885	640	700	細川 浩一（上場時67歳7カ月）／1957年生	67	2017	59	2	11642005000	46568020	13970400	0.0	87.0	13.0	-	29803532800	2.6	0.7	1.9	0	0	0.2	97.1	0	"ｹｲｴﾑ･ﾂｰ･ｴﾙﾋﾟｰ	投資業(ﾌｧﾝﾄﾞ)	42449980	97.1
細川浩一	代表取締役社長執行役員	297140	0.7
森安伸	取締役	137960	0.3
鈴木秀和	子会社の取締役、執行役員	95520	0.2
尹棡洙	子会社の取締役、執行役員	95520	0.2
小林郁夫	子会社の取締役、執行役員	95520	0.2
Cheng Jit Ann	子会社の取締役	95520	0.2
匿名1	執行役員	95520	0.2
匿名2	執行役員	74280	0.2
匿名3	従業員	74280	0.2
鈴木達也	子会社の取締役	74280	0.2
中務勝将	子会社の取締役	74280	0.2"
288A	ラクサス・テクノロジーズ	東証グロース	サービス業	B	2024/12/13	281	281	400	426	272	281	高橋 啓介（上場時46歳2カ月）／1978年生	46	2006	42	2	821901000	25654383	8593200	76.1	10.8	13.0	レンタル用資産購入資金、マーケティング関連費用、システム投資、採用費・人件費や業務委託費など	7208881623	97.7	37.0	1.4	0	59.3	1.8	0	0	"(株)ﾜｰﾙﾄﾞ	親会社	11943934	59.3
児玉昇司	取締役、創業者	7166849	35.6
高橋啓介	代表取締役社長執行役員	286400	1.4
竹増浩司	取締役執行役員	165100	0.8
匿名1	従業員	147400	0.7
中尾聡志	取締役執行役員	124600	0.6
匿名2	従業員	67400	0.3
匿名3	従業員	64400	0.3
匿名4	従業員	53000	0.3
匿名5	従業員	49600	0.2"
286A	ユカリア	東証グロース	サービス業	A	2024/12/12	1020	1060	1200	975	1020	1060	三沢 英生（上場時51歳3カ月）／1973年生	51	2005	154	21	100000000	37982900	11857500	33.3	53.7	13.0	不動産取得費用、人件費・採用費	38742558000	68.3	68.3	0	0	0	0	6.2	0	"(株)ｴｸｿｿｰﾑ	役員らが議決権の過半数所有	16000000	48.0
古川淳	代表取締役会長	4543200	13.6
(株)ｸﾗﾘﾊﾞ	役員らが議決権の過半数所有	2216000	6.7
SBI Ventures Two(株)	投資業(ﾌｧﾝﾄﾞ)	1439200	4.3
(株)麻生	特別利害関係者など	1200000	3.6
ﾊﾟﾗﾏｳﾝﾄﾍﾞｯﾄﾞ(株)	特別利害関係者など	1024000	3.1
ﾋｭｰﾘｯｸ(株)	特別利害関係者など	1000000	3.0
(株)ｴｽﾃｰｴｽ	特別利害関係者など	923200	2.8
(株)ｼｸﾞﾏｸｼｽ･ｲﾝﾍﾞｽﾄﾒﾝﾄ	投資業(ﾌｧﾝﾄﾞ)	619200	1.9
三井住友信託銀行(株)	特別利害関係者など	495200	1.5"
281A	インフォメティス	東証グロース	情報・通信業	B	2024/12/09	1080	1080	1080	993	890	1080	只野 太郎（上場時56歳6カ月）／1968年生	56	2013	39	27	10000000	4863357	2830800	21.2	65.8	13.0	新技術・事業開発、採用費・人件費、欧州各国での新規事業費	5252425560	0	0	0	0	0	0	57.1	13.5	"ｼﾞｬﾌｺSV4共有投組	投資業(ﾌｧﾝﾄﾞ)	2093975	46.2
(株)ﾌｫｰﾊﾞﾙ	取引先	635240	14.0
TIS(株)	資本業務提携先	278248	6.1
伊藤忠ｴﾈｸｽ(株)	資本業務提携先	254237	5.6
ｼﾞｬﾌｺｸﾞﾙｰﾌﾟ(株)	投資業(ﾌｧﾝﾄﾞ)	181932	4.0
IEﾌｧｽﾄ&ｴｸｾﾚﾝﾄ投組	投資業(ﾌｧﾝﾄﾞ)	140148	3.1
(株)建設技術研究所	取引先	129032	2.9
ﾋｭｰﾘｯｸｽﾀｰﾄｱｯﾌﾟ1号投組	資本業務提携先のﾌｧﾝﾄﾞ	84745	1.9
JIA1号投組	投資業(ﾌｧﾝﾄﾞ)	84700	1.9
(株)日立製作所	資本業務提携先	80400	1.8"
280A	TMH	東証グロース	卸売業	B	2024/12/04	1500	1500	2000	2128	1400	1500	榎並 大輔（上場時42歳7カ月）／1982年生	42	2012	37	13	100000000	3556250	695700	27.3	59.7	13.0	広告宣伝費、製造設備資金、システム開発費用、採用費・人件費	5334375000	71.7	66.7	5.0	0	0	0	16.5	0	"榎並大輔	代表取締役社長	2424500	66.7
SBI AI&Blockchain 投組	投資業(ﾌｧﾝﾄﾞ)	250000	6.9
林書宏	特別利害関係者など	105000	2.9
林書玄	特別利害関係者など	105000	2.9
九州ｱﾝﾄﾚﾌﾟﾚﾅｰｸﾗﾌﾞ2号投組	投資業(ﾌｧﾝﾄﾞ)	105000	2.9
関真希	取締役	92500	2.5
香月賢一	取締役	92500	2.5
おおいた中小企業成長ﾌｧﾝﾄﾞ投組	投資業(ﾌｧﾝﾄﾞ)	85000	2.3
SEVENﾌｧﾝﾄﾞ2号	投資業(ﾌｧﾝﾄﾞ)	63000	1.7
CBC(株)	特別利害関係者など	62500	1.7
三菱UFJキャピタル6号投組	投資業(ﾌｧﾝﾄﾞ)	62500	1.7
Golden Asia Fund II, L.P.	投資業(ﾌｧﾝﾄﾞ)	37750	1.0"
278A	Terra Drone	東証グロース	精密機器	A	2024/11/29	2350	2350	2162	2162	2250	2450	徳重 徹（上場時54歳10カ月）／1970年生	54	2016	110	36	99999000	9319700	1605200	72.0	15.0	13.0	M&A資金、子会社事業拡大に向けた設備投資ならびに運転・人財投資資金、国内UTMシステムやグループ管理システムなどの構築	21901295000	61.5	58.5	3.0	0	0	1.5	11.5	0	"ﾃﾗ(株)	役員らが議決権の過半数所有	3845200	39.4
徳重徹	代表取締役社長	1866700	19.1
Saudi Aramco Entre V CO., LTD.	投資業(ﾌｧﾝﾄﾞ)	484000	5.0
三井物産(株)	共同開発先	351400	3.6
SBI4&5投組	投資業(ﾌｧﾝﾄﾞ)	224200	2.3
(株)INPEX	特別利害関係者など	218200	2.2
(株)海外交通･都市開発事業支援機構	共同開発先	194500	2.0
(株)ﾋﾙｽﾄﾝ	特別利害関係者など	177600	1.8
関鉄平	取締役	156900	1.6
VLI-SAﾍﾞﾝﾁｬｰﾌｧﾝﾄﾞ2号投組	投資業(ﾌｧﾝﾄﾞ)	153000	1.6
匿名1	子会社の従業員	146900	1.5
神取弘太	取締役	135700	1.4
ﾅﾝﾄCVC2号投組	投資業(ﾌｧﾝﾄﾞ)	130900	1.3
SBI4&5投組2号	投資業(ﾌｧﾝﾄﾞ)	127300	1.3"
277A	グロービング	東証グロース	サービス業	A	2024/11/29	3880	4530	5200	5600	4330	4530	田中 耕平（上場時45歳2カ月）／1979年生	45	2017	188	13	90000000	5745600	1085600	48.8	38.1	13.0	人件費、オフィス増床費用、ソフトウエア開発費	22292928000	69.9	69.9	0	0	0	1.7	0	6.2	"輪島総介	代表取締役代表ﾊﾟｰﾄﾅｰ兼上級執行役員	2045460	34.1
EMMA&KEITO(株)	役員らが議決権の過半数所有	1750000	29.2
ﾊﾟｰｿﾙｸﾛｽﾃｸﾉﾛｼﾞｰ(株)	資本業務提携先	375000	6.2
(株)KFV	役員らが議決権の過半数所有	250000	4.2
田中耕平	代表取締役社長兼上級執行役員	145140	2.4
小寺拓也	従業員、元取締役	100000	1.7
大沢拓巳	従業員	100000	1.7
増本秀俊	上級執行役員CIO、元取締役	100000	1.7
赤羽陽一郎	元取締役	100000	1.7
北村裕樹	元従業員	100000	1.7
寺島尚秀	元従業員	100000	1.7"
276A	ククレブ・アドバイザーズ	東証グロース	不動産業	B	2024/11/28	1050	950	1200	1250	890	950	宮寺 之裕（上場時48歳8カ月）／1976年生	48	2019	12	17	200000000	4103637	1392500	46.0	41.0	13.0	人件費関連、広告宣伝費、本店移転経費	4308818850	51.6	51.6	0	0	0	0	0	2.4	"宮寺之裕	代表取締役社長	1868000	49.6
(株)ﾌｨｰﾙﾄﾞ･ﾊﾟｰﾄﾅｰｽﾞ	その他の関係会社	784091	20.8
ｺﾀｴﾙ信託(株)	新株予約権信託の受託者	346300	9.2
ｴﾑｴﾙ･ｴｽﾃｰﾄ(株)	取引先	181819	4.8
(同)ｽﾃﾙﾗ	特別利害関係者など	160000	4.2
(株)ｼｰｱｰﾙｲｰ	資本業務提携先	90000	2.4
(同)ﾃｨｰ･ｴﾑ･ﾃｨｰ	代表取締役社長の資産管理会社	77271	2.0
白土秀樹	元取締役	49091	1.3
東金陽子	特別利害関係者など	40000	1.1
鏑木範久	特別利害関係者など	40000	1.1
藤本健太郎	特別利害関係者など	40000	1.1"
274A	ガーデン	東証スタンダード	小売業	A	2024/11/22	3100	3200	3200	3060	3100	3200	川島 賢（上場時53歳9カ月）／1971年生	53	2015	294	5	10000000	6600000	1840000	87.0	0.0	13.0	設備資金、運転資金、借入金返済資金および社債償還資金	20460000000	83.4	73.6	9.8	0	0	1.2	0	0	"(株)ﾏｯｸ	役員らが議決権の過半数所有	3000000	48.5
川島賢	代表取締役社長	1552170	25.1
小沢修三	専務取締役	370000	6.0
従業員持株会	特別利害関係者など	334745	5.4
薫田勇	取締役	125000	2.0
井上陵太	取締役	112400	1.8
(株)ｷﾞﾌﾄﾎｰﾙﾃﾞｨﾝｸﾞｽ	取引先	80775	1.3
匿名1	従業員	36600	0.6
匿名2	従業員	36600	0.6
山下栄緑	特別利害関係者など	32310	0.5"
269A	Sapeet	東証グロース	情報・通信業	B	2024/10/29	1450	1500	2250	2285	1450	1500	築山 英治（上場時33歳5カ月）／1991年生	33	2016	44	10	232856000	1528700	371400	37.7	49.3	13.0	設備投資、借入金返済	2216615000	71.1	21.3	0.3	0	49.5	2.9	2.0	0	"(株)PKSHA Technology	親会社	742300	49.5
築山英治	代表取締役社長	319000	21.3
日本ﾃﾚﾋﾞﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	特別利害関係者など	216000	14.4
ｺﾀｴﾙ信託(株)	新株予約権信託の受託者	111100	7.4
村上大昌	従業員	33300	2.2
三菱UFJｷｬﾋﾟﾀﾙ9号投組	投資業(ﾌｧﾝﾄﾞ)	30800	2.0
松島陽介	特別利害関係者など	15400	1.0
山元雄太	特別利害関係者など	15400	1.0
吉山恭平	従業員	11100	0.7
尾形(戸籍名:広部)友里恵	取締役	4800	0.3"
265A	Hmcomm	東証グロース	情報・通信業	B	2024/10/28	850	850	1275	1128	800	850	三本 幸司（上場時59歳0カ月）／1965年生	59	2012	37	20	90000000	3956800	1047400	19.0	68.0	13.0	人材関連費用、研究開発費、広告宣伝費・販売促進費	3363280000	50.7	35.1	15.6	0	0	0	18.5	0	"三本幸司	代表取締役CEO	1280000	31.2
伊藤かおる	専務取締役COO	640000	15.6
三菱UFJｷｬﾋﾟﾀﾙ5号投組	投資業(ﾌｧﾝﾄﾞ)	406000	9.9
DBJｷｬﾋﾟﾀﾙ投組	投資業(ﾌｧﾝﾄﾞ)	226000	5.5
ｿﾆｰﾈｯﾄﾜｰｸｺﾐｭﾆｹｰｼｮﾝｽﾞ(株)	特別利害関係者など	204000	5.0
三本智美	代表取締役の配偶者	160000	3.9
ｳｨﾙｸﾞﾙｰﾌﾟHRTech投組	投資業(ﾌｧﾝﾄﾞ)	128000	3.1
橋本弥央	従業員または元従業員	120000	2.9
(株)FRACORA	元取引先	106000	2.6
(株)JR西日本ｲﾉﾍﾞｰｼｮﾝｽﾞ	特別利害関係者など	102000	2.5
山田匡和	従業員または元従業員	100000	2.4
芙蓉総合リース(株)	特別利害関係者など	100000	2.4"
268A	リガク・ホールディングス	東証プライム	精密機器	S	2024/10/25	1230	1260	1260	1205	1230	1260	川上 潤（上場時61歳4カ月）／1963年生	61	2020	127	23	473192000	225268600	102497200	0.0	87.0	13.0	-	277080378000	1.5	0.6	0.9	0	0	0	75.5	0	"Atom Investment, L.P.	投資業(ﾌｧﾝﾄﾞ)	175612200	75.5
志村晶	元代表取締役	49051800	21.1
ﾘｶﾞｸｸﾞﾙｰﾌﾟ従業員持株会	特別利害関係者など	1662400	0.7
川上潤	代表取締役社長など	494000	0.2
渡辺好章	取締役副社長など	460400	0.2
尾形潔	取締役副社長など	409200	0.2
池田俊幸	元代表取締役	314600	0.1
大神田等	子会社の常務執行役員	266200	0.1
真田佳幸	専務執行役員	256800	0.1
Kent Heath	執行役員	249400	0.1
長戸孝司	常務執行役員	229400	0.1
宮島孝行	子会社の取締役常務執行役員	212400	0.1
平塚俊治	専務執行役員	204600	0.1
林利昭	子会社の執行役員	196600	0.1
三木晃彦	専務執行役員	193000	0.1
和田高広	子会社の執行役員	169800	0.1"
9023	東京地下鉄	東証プライム	陸運業	S	2024/10/23	1100	1200	1550	1630	1100	1200	山村 明義（上場時66歳7カ月）／1958年生	66	2004	9644	2	58100000000	581000000	290500000	0.0	100.0	0.0	-	639100000000	0	0	0	0	0	0	0	0	"財務大臣	特別利害関係者など	310343185	53.4
東京都	特別利害関係者など	270656815	46.6"
264A	Schoo	東証グロース	サービス業	B	2024/10/22	580	690	850	761	630	690	森 健志郎（上場時38歳0カ月）／1986年生	38	2011	169	22	100000000	11609200	6237100	16.0	70.9	13.0	人件費・採用費、広告宣伝費	6733336000	24.6	24.6	0	0	0	2.5	43.5	0	"森健志郎	代表取締役社長	2935140	24.6
IF Growth Opportunity Fund I	投資業(ﾌｧﾝﾄﾞ)	1278210	10.7
KDDI地方創生事業育成1号投組	投資業(ﾌｧﾝﾄﾞ)	1116060	9.4
BIG2号投組	投資業(ﾌｧﾝﾄﾞ)	907050	7.6
ｲﾝｷｭﾍﾞｲﾄﾌｧﾝﾄﾞ2号投組	投資業(ﾌｧﾝﾄﾞ)	700110	5.9
ANRI1号投組	投資業(ﾌｧﾝﾄﾞ)	700110	5.9
あおぞらHYBRID2号投組	投資業(ﾌｧﾝﾄﾞ)	479640	4.0
中西孝之	従業員	300000	2.5
土佐機工(株)	特別利害関係者など	253800	2.1
第一生命保険(株)	特別利害関係者など	253770	2.1"
7118	伸和ホールディングス	札証アンビシャス	小売業	C	2024/10/21	1650	1650	1450	1530	1400	1650	佐々木 稔之（上場時52歳2カ月）／1972年生	52	2006	94	4	13000000	1350000	170000	29.4	70.6	0.0	新店出店のための設備投資	2227500000	99.9	99.9	0	0	0	0	0	0	"(株)STT	正副社長の資産管理会社	599900	46.1
佐々木稔之	代表取締役社長	350000	26.9
佐々木智範	取締役副社長、代表取締役の実弟	350000	26.9
(同)Soffice	特別利害関係者など	100	0.0"
