コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
3419	アートグリーン	名証セントレックス	卸売業	C	2015/12/18	380	420	500	614	380	420	田中　豊／1966年生	49	1991	45	40	94675000	1090000	230000	87.0	0.0	13.0	システム投資、運転資金	414200000	89.1	75.2	13.9	0	0	1.8	0	0	"田中豊	代表取締役社長	716000	75.2
根本和典	専務取締役	92000	9.7
㈱ｉ８７９	事業関係先	48000	5.0
芝田新一郎	取締役	28000	2.9
堀威夫	特別利害関係者など	18000	1.9
伊藤正之	取締役	12000	1.3
渡部英孝	従業員	4000	0.4
阿部唯明	従業員	4000	0.4
勝田学	従業員	4000	0.4
石川達夫	従業員	2000	0.2
向山正義	従業員	2000	0.2
柴田益司	従業員	2000	0.2"
4595	ミズホメディー	JASDAQスタンダード	医薬品	C	2015/12/17	980	1100	1800	2822	980	1100	唐川　文成／1945年生	70	1977	137	37	329750000	2332500	374900	58.0	28.9	13.0	遺伝子検査システムの生産設備の一部、新規製造工場の建設費	2285850000	49.3	49.3	0	0	0	4.9	0	0	"唐川 文成	代表取締役社長	848670	40.1
社員持ち株会	特別利害関係者など	277610	13.1
唐川　則康	代表取締役社長の血族	194965	9.2
山里　将浩	特別利害関係者など	120255	5.7
㈱西日本ｼﾃｨ銀行	特別利害関係者など	100000	4.7
国分　幸一	特別利害関係者など	77500	3.7
渡辺　亀四郎	特別利害関係者など	66000	3.1
山口　和也	従業員	57500	2.7
立石　貞則	監査役	48000	2.3
李　春億	従業員	46000	2.2"
3926	オープンドア	マザーズ	情報・通信業	A	2015/12/17	3820	3820	4200	4710	3500	3820	関根　大介／1968年生	47	1997	137	80	455000000	5150000	943000	5.3	82.0	12.7	人材の採用・育成、海外展開、プロモーション	19673000000	64.6	64.6	0	0	0	0	16.2	0	"関根大介	代表取締役社長	3059000	59.0
TPI1号	ﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ(ﾌｧﾝﾄﾞ)	625000	12.1
㈱ｻﾞ･ﾊﾟｽ･ｲﾝﾍﾞｽﾄﾒﾝﾄ	役員らが議決権の過半数を所有する会社	290000	5.6
㈱CHINTAI	特別利害関係者など	275000	5.3
佐藤茂	特別利害関係者など	180000	3.5
ﾈｵｽﾃﾗ1号	ﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ(ﾌｧﾝﾄﾞ)	125000	2.4
㈱ｵｰﾌﾟﾝﾄﾞｱ	自己株式	121000	2.3
ｴｺｰﾄﾚｰﾃﾞｨﾝｸﾞ㈱	特別利害関係者など	100000	1.9
三菱UFJｷｬﾋﾟﾀﾙ3号	ﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ(ﾌｧﾝﾄﾞ)	65000	1.2
ｵﾘｯｸｽ11号	ﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ(ﾌｧﾝﾄﾞ)	27000	0.5
若林大地	特別利害関係者など	23000	0.4"
6464	ツバキ・ナカシマ	東証1部	機械	A	2015/12/16	1500	1550	1550	1620	1500	1650	高宮　勉／1950年生	65	2007	1886	70	15884249000	39221300	20228000	0.0	95.2	4.8	-	58831950000	3.1	0.6	2.5	0	0	0	89.4	0	"CJP TN Holdings,L.P.	ベンチャーキャピタル（ファンド）	37750500	89.4
近藤　高規	元代表取締役社長	1664800	3.9
山田　賢司	取締役兼代表執行役COO、子会社役員	430000	1.0
酒井　秀行	執行役、子会社役員	264900	0.6
高宮　勉	取締役兼代表執行役CEO	261500	0.6
従業員持ち株会	特別利害関係者など	189300	0.5
小原　シェキール	取締役兼専務執行役CFO、子会社役員	117000	0.3
津田　雅司	執行役、子会社役員	107200	0.2
島田　一也	常務執行役、子会社役員	105900	0.2
茅原　和朗	執行役	102500	0.2
楢葉　徹雄	常務執行役CSO	102000	0.2"
3925	ダブルスタンダード	マザーズ	情報・通信業	A	2015/12/15	2100	2190	5100	5010	2030	2190	清水　康裕／1975年生	40	2012	18	15	27283000	2915000	705000	28.4	67.4	4.3	本社移転費用、採用費・教育費、システム投資	6121500000	89.5	4.7	84.8	0	0	0.9	1.9	0	"中島　正三	取締役ファウンダー	2270000	71.7
本田　浩之	社外取締役	385000	12.2
清水　康裕	代表取締役社長	150000	4.7
和田　光伸	外部協力者	80000	2.5
ｲﾝｷｭﾍﾞｲﾄﾌｧﾝﾄﾞ2号	ベンチャーキャピタル（ファンド）	60000	1.9
赤浦　徹	監査役	60000	1.9
亀田　雅博	取締役管理部管掌	30000	0.9
松井　敬一	監査役	30000	0.9
藤原　木綿子	従業員	30000	0.9
加藤　義博	外部協力者	30000	0.9"
3924	ランドコンピュータ	東証2部	情報・通信業	C	2015/12/11	1710	1760	2500	3580	1710	1760	諸島　伸治／1948年生	67	2015	440	29	171111000	1931500	487000	66.4	20.5	13.0	本社事務所増床の差し入れ保証金と賃料支出、設備造作や事務機器購入費用、システムエンジニアなどの採用費や教育研修費、研究開発費、借入金の返済	3302865000	35.9	35.9	0	0	0	0	0	0	"福島　嘉章	代表取締役会長の二男、取締役	230000	14.0
㈲三豊	役員らが議決権の過半数を所有する会社	204480	12.5
田村　聡明	特別利害関係者など	195000	11.9
高際　伊都子	特別利害関係者など	155000	9.4
田村　嘉浩	特別利害関係者など	130000	7.9
高梨　和也	特別利害関係者など	105000	6.4
田村　誠章	代表取締役会長の血族	90000	5.5
従業員持ち株会	特別利害関係者など	69290	4.2
田村　秀雄	代表取締役会長	63630	3.9
㈲ケイアイテイ	特別利害関係者など	59600	3.6"
3923	ラクス	マザーズ	情報・通信業	B	2015/12/09	1080	1080	3500	3550	920	1080	中村　崇則／1973年生	42	2000	377	58	149850000	11266000	460000	87.0	0.0	13.0	オフィス移転に伴う差し入れ保証金・設備資金、人材採用費用、広告宣伝費、サーバーなどの増強費用	12167280000	62.8	40.2	22.6	0	0	7.8	0	0	"中村　崇則	代表取締役社長、関係会社の代表取締役	4140000	38.1
浅野　史彦	取締役	870000	8.0
松嶋　祥文	取締役	852000	7.8
井上　英輔	取締役、関係会社の取締役	740000	6.8
従業員持ち株会	特別利害関係者など	716000	6.6
本松　慎一郎	従業員	580000	5.3
小川　典嗣	従業員	270000	2.5
野島　俊宏	監査役、関係会社の監査役	260000	2.4
㈱セプテーニ	特別利害関係者など	240000	2.2
公手　真之	従業員、関係会社の代表取締役	230000	2.1"
6184	鎌倉新書	マザーズ	サービス業	C	2015/12/04	920	1000	3000	2806	920	1000	清水　祐孝／1963年生	52	1984	45	51	110200000	1930000	575000	26.1	60.9	13.0	人件費、人材採用活動費	1775600000	82.8	80.4	2.4	0	0	0	13.5	0	"清水　祐孝	代表取締役社長	1200000	60.3
㈱かまくらHD	役員らが議決権の過半数を所有する会社	200000	10.1
YJ1号	ベンチャーキャピタル（ファンド）	180000	9.0
清水　優紀	代表取締役社長の血族	100000	5.0
清水　啓太郎	代表取締役社長の血族	100000	5.0
ﾌﾞﾚｲﾝ･ｱﾝﾄﾞ･ｷｬﾋﾟﾀﾙHD㈱	ベンチャーキャピタル（ファンド）	89000	4.5
宮木　章太	執行役員	14000	0.7
増沢　貞昌	取締役執行役員	14000	0.7
上村　和彦	取締役執行役員	10000	0.5
須藤　諭史	取締役執行役員	10000	0.5"
1435	インベスターズクラウド	マザーズ	建設業	B	2015/12/03	1670	1870	3500	3615	1730	1870	古木　大咲／1979年生	36	2006	210	18	100000000	7481600	1253500	33.5	53.5	13.0	広告宣伝費や人件費などの運転資金	12494272000	72.4	67.2	5.2	0	0	10.1	0	0	"古木　大咲	代表取締役	5504000	67.2
石井　啓子	特別利害関係者など	1280000	15.6
古賀　聡	従業員	344800	4.2
大城　崇聡	専務取締役	280800	3.4
森山　正隆	従業員	134400	1.6
山本　千賀子	従業員	134400	1.6
野間　大亮	常務取締役	70400	0.9
佐伯　幸祐	常務取締役	70400	0.9
吉村　直也	従業員	70400	0.9
村上　哲也	従業員	70400	0.9
原　健一	従業員	70400	0.9
塚本　啓太	特別利害関係者など	64000	0.8"
3921	ネオジャパン	マザーズ	情報・通信業	B	2015/11/27	2710	2900	10000	14550	2710	2900	斎藤　晶議（本名：斉藤　章浩）／1961年生	54	1992	78	91	99050000	1113000	253000	43.5	43.5	13.0	新製品の研究開発、地方営業所開設、既存製品の機能強化、残額は人材採用費	3016230000	79.2	53.4	25.8	0	0	10.9	0	0	"斎藤　晶議	代表取締役社長	534000	46.8
大坪　慶穣	専務取締役	258000	22.6
松倉　二美	従業員	94100	8.2
㈱プロシードゥス	役員らが議決権の過半数を所有する会社	75000	6.6
㈱ネオジャパン	自己株式	38000	3.3
㈱ビットアイル	特別利害関係者など	22000	1.9
小沼　尚夫	取締役	18000	1.6
大神　田守	取締役	18000	1.6
後藤　健	従業員	17800	1.6
従業員持ち株会	特別利害関係者など	15000	1.3
高稲　伸一	従業員	13000	1.1"
6183	ベルシステム24ホールディングス	東証1部	サービス業	A	2015/11/20	1720	1555	1555	1478	1500	1720	小松　健次／1953年生	62	2014	1387	12	24500024000	73102900	37378300	8.3	78.7	13.0	CRM（顧客関係管理）事業における設備資金	125736988000	51.4	1.7	0.7	0	49.0	0.1	0	0	"Bain Capital Bellsystem HK Ltd.	ﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ(ﾌｧﾝﾄﾞ)、親会社	35070000	49.0
伊藤忠商事㈱	その他の関係会社	34930000	48.8
ﾃﾞｲﾋﾞｯﾄﾞ･ｶﾞｰﾅｰ	代表取締役会長執行役員	770154	1.1
小松　健次	代表取締役社長執行役員CEO	447768	0.6
岩下　順二郎	子会社の執行役員	53733	0.1
呉　岳彦	子会社の執行役員	53733	0.1
古谷　文太	執行役員CFO	53733	0.1
ｳｪｽﾘｰ･ｵﾌﾞﾗｲｴﾝ	子会社の従業員	50102	0.1
広瀬　聡	子会社の執行役員	35822	0.1
金沢　明彦	執行役員	35822	0.1
外村 学	執行役員	35822	0.1
松田 裕弘	執行役員CIO	35822	0.1"
6182	ロゼッタ	マザーズ	サービス業	B	2015/11/19	645	695	3500	3705	645	695	五石　順一／1964年生	51	1952	70	56	85000000	2221800	400000	87.0	0.0	13.0	ソフトウエアの開発費、採用活動費とその人件費、システム保守費用	1433061000	47.6	36.9	10.7	0	0	0	14.8	0	"五石　順一	代表取締役CEO	726800	32.2
浮舟　邦彦	特別利害関係者など	255400	11.3
ジェイコブソン　陽子	取締役ﾏｰｹﾃｨﾝｸﾞ本部長CMO	172300	7.6
㈱ﾄﾞﾘｰﾑｲﾝｷｭﾍﾞｰﾀ	ベンチャーキャピタル（ファンド）	134500	6.0
㈱ロゼッタ	自己株式	116300	5.2
皷谷　隆志	取締役執行社長COO	106700	4.7
ｼﾞｬﾊﾟﾝ･ｱｼﾞｱ･ﾘｰﾀﾞｰｽﾞ1号	ベンチャーキャピタル（ファンド）	100000	4.4
秀島　博規	取締役	71000	3.1
㈱翻訳センター	特別利害関係者など	50000	2.2
滋慶１号投資組合	ベンチャーキャピタル（ファンド）	50000	2.2
先端技術産業創造投資組合	ベンチャーキャピタル（ファンド）	50000	2.2"
7183	あんしん保証	マザーズ	その他金融業	B	2015/11/19	1390	1460	3400	5730	1320	1460	雨坂　甲／1958年生	57	2002	64	90	562000000	1868000	240000	45.8	41.7	12.5	システム更改	2596520000	23.8	23.8	0	0	0	0	2.3	0	"アイフル㈱	その他の関係会社	712000	38.3
雨坂　甲	代表取締役社長	441700	23.8
高橋　誠一	特別利害関係者など	66500	3.6
小川　秀男	特別利害関係者など	61500	3.3
㈱ｱﾊﾟﾏﾝｼｮｯﾌﾟﾈｯﾄﾜｰｸ	取引先	60000	3.2
高橋　敏幸	特別利害関係者など	49000	2.6
渡辺　定雄	特別利害関係者など	49000	2.6
ﾆｭｰ･ﾌﾛﾝﾃｨｱ･ﾊﾟｰﾄﾅｰｽﾞ㈱	ﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ(ﾌｧﾝﾄﾞ)、その他の関係会社の子会社	42000	2.3
石井　恒男	特別利害関係者など	41000	2.2
政岡土地㈱	特別利害関係者など	34300	1.9"
6178	日本郵政	東証1部	サービス業	S	2015/11/04	1350	1400	1500	1631	1100	1400	西室 泰三／1935年生	80	2006	257083	1	3500000000000	4500000000	495000000	0.0	100.0	0.0	-	6075000000000	0	0	0	0	0	0	0	0	"財務大臣	特別利害関係者など	4500000000	100.0"
7182	ゆうちょ銀行	東証1部	銀行業	S	2015/11/04	1400	1450	1600	1680	1250	1450	長門 正貢／1948年生	67	2006	13264	2	3500000000000	4500000000	412442300	0.0	100.0	0.0	-	6300000000000	83.3	0	0	0	83.3	0	0	0	"日本郵政㈱	親会社	3749475000	83.3
㈱ゆうちょ銀行	自己株式	750525000	16.7"
7181	かんぽ生命保険	東証1部	保険業	S	2015/11/04	2150	2200	2500	2929	1900	2200	石井　雅実／1952年生	63	2006	8052	1	500000000000	600000000	66000000	0.0	100.0	0.0	-	1290000000000	100.0	0	0	0	100.0	0	0	0	"日本郵政㈱	親会社	600000000	100.0"
3418	バルニバービ	マザーズ	小売業	B	2015/10/28	2350	2500	4000	5750	2350	2500	佐藤　裕久／1961年生	54	1991	413	159	99000000	2074500	566900	45.0	42.0	13.0	新規出店の設備投資	4875075000	40.2	36.4	3.8	0	0	0.4	0	0	"佐藤　裕久	代表取締役社長、子会社の役員	976000	50.0
㈱ＨＵＭＯ	役員らが議決権の過半数を所有する会社	710000	36.4
中島　邦子	常務取締役	75000	3.8
安藤　文豪	常務取締役、子会社の役員	40000	2.0
辻元　拓士	取締役、子会社の役員	22500	1.1
田中　亮平	取締役、子会社の役員	22500	1.1
佐藤　隆子	代表取締役社長の血族、従業員、子会社の役員	21500	1.1
従業員持ち株会	特別利害関係者など	7000	0.4
北尾　志津	従業員	7000	0.4
上山　英介	特別利害関係者など	5000	0.3
㈲黒門中川	特別利害関係者など	4500	0.2"
6181	パートナーエージェント	マザーズ	サービス業	B	2015/10/27	1160	1260	3500	4000	1160	1260	佐藤　茂／1973年生	42	2004	316	263	41400000	3188000	662400	37.4	49.5	13.0	新規出店の敷金や設備投資、既存店の修繕、システム投資、残額は広告宣伝費	3698080000	61.6	46.1	15.5	0	0	3.4	10.4	0	"佐藤　茂	代表取締役社長	1560000	45.0
三菱UFJｷｬﾋﾟﾀﾙ2号	ベンチャーキャピタル（ファンド）	360000	10.4
従業員持ち株会	特別利害関係者など	336000	9.7
紀伊　保宏	取締役CFO兼執行役員	284000	8.2
伊東　祐輔	取締役執行役員	252000	7.3
小林　正樹	監査役	180000	5.2
ｶｲﾝ ﾐﾝ ｽｳｲ	従業員	44800	1.3
㈱ＳＲＩ	役員らが議決権の過半数を所有する会社	40000	1.1
大和　孝誠	従業員	10000	0.3
長岡　まり	従業員	10000	0.3
矢萩　久美子	従業員	10000	0.3
新城　紀子	従業員	10000	0.3
高橋　賢次	従業員	10000	0.3
丸尾　千扇	従業員	10000	0.3
野口　智子	従業員	10000	0.3"
6180	GMOメディア	マザーズ	サービス業	B	2015/10/23	2740	2740	6000	5510	2500	2740	森　輝幸／1971年生	44	2000	121	116	262859000	1868839	539100	73.5	13.5	13.0	広告宣伝費、採用費・教育費	5120618860	79.8	7.4	0.6	0	71.8	0.6	0	0	"GMOｲﾝﾀｰﾈｯﾄ㈱	親会社	1136300	71.8
GMOﾒﾃﾞｨｱ㈱	自己株式	203600	12.9
森 輝幸	代表取締役社長	117700	7.4
㈱電通ﾃﾞｼﾞﾀﾙﾎｰﾙﾃﾞｨﾝｸﾞｽ	特別利害関係者など	57700	3.6
㈱ｻｲﾊﾞｰ･ｺﾐｭﾆｹｰｼｮﾝｽﾞ	特別利害関係者など	7400	0.5
石橋 正剛	取締役	5000	0.3
別府 将彦	取締役	5000	0.3
今井 裕史	従業員	3300	0.2
夏目 康弘	従業員	3100	0.2
冬野 和政	従業員	3100	0.2"
4594	グリーンペプタイド	マザーズ	医薬品	B	2015/10/22	610	450	414	414	450	550	永井 健一／1970年生	45	2003	22	83	642585000	31807700	14435800	45.0	41.9	13.0	研究開発費、事業運営経費	19402697000	0	0	0	0	0	0	75.6	0	"ｲﾉﾍﾞｰｼｮﾝ･ｴﾝｼﾞﾝ創薬支援投組	ベンチャーキャピタル（ファンド）	6550000	24.6
九州ﾍﾞﾝﾁｬｰ投資組合	ベンチャーキャピタル（ファンド）	2975000	11.2
ｱｲﾋﾞｽ新成長投資組合第２号	ベンチャーキャピタル（ファンド）	2500000	9.4
JSR･mblVCﾗｲﾌｻｲｴﾝｽ投組	ベンチャーキャピタル（ファンド）	2000000	7.5
三菱UFJｷｬﾋﾟﾀﾙ㈱	ベンチャーキャピタル（ファンド）	1750000	6.6
ｲﾉﾍﾞｰｼｮﾝ･ｴﾝｼﾞﾝ三号投組	ベンチャーキャピタル（ファンド）	1500000	5.6
NVCC6号投資組合	ベンチャーキャピタル（ファンド）	1000000	3.8
NVCC7号投資組合	ベンチャーキャピタル（ファンド）	1000000	3.8
㈱滋慶	特別利害関係者など	1000000	3.8
安田企業投資3号投組	ベンチャーキャピタル（ファンド）	833000	3.1"
6177	ＡｐｐＢａｎｋ	マザーズ	サービス業	A	2015/10/15	1140	1200	1700	1750	1140	1200	宮下　泰明／1981年生	34	2012	98	65	99850000	6798000	1485800	12.0	75.0	13.0	広告宣伝費、Eコマースのシステム関連費用、出店のための設備投資	7749720000	54.8	21.5	33.3	0	0	1.1	33.6	0	"宮下 泰明	代表取締役社長CEO、子会社取締役	1650000	21.5
村井 智建	取締役	1650000	21.5
GaiaX Global Marketing & Ventures Pte.Ltd.	ベンチャーキャピタル（ファンド）、その他の関係会社の子会社	1368000	17.9
ｼﾞｬﾌｺ･ｽｰﾊﾟｰV3共有投資組合	ベンチャーキャピタル（ファンド）	1200000	15.7
広瀬 光伸	専務取締役グループCFO、子会社取締役	825000	10.8
AppBank㈱	自己株式	378000	4.9
松浦 広充	特別利害関係者など	324000	4.2
古見 幸生	子会社の取締役	75000	1.0
脇 俊済	従業員	60000	0.8
高橋 亮	従業員	24000	0.3"
