コード	企業名	市場	業種	注目度	上場日	想定価格	公開価格	初値予想	初値	仮条件min	仮条件max	代表者名	代表者の上場時の年齢	設立年	従業員数	株主数	資本金	上場時発行済株数	公開株式数	公募%	売り出し%	オーバーアロットメント%	調達資金使途	想定時価総額	オーナー株%	社長_株%	役員_株%	家族_株%	親会社_株%	従業員_株%	VC_ファンド_株%	VC_ファンド除く_株%	大株主
7342	ウェルスナビ	マザーズ	証券商品先物	A	2020/12/22	1100	1150	2300	1725	1100	1150	柴山 和久（上場時43歳0カ月）／1977年生	43	2015	83	40	100000000	44967649	17153700	14.6	76.3	9.1	広告宣伝費、採用費・人件費、転換社債の償還	49464413900	24.8	24.8	0	0	0	0	33.9	6.5	"柴山和久	代表取締役CEO	12164034	24.8
AT-I投組	ベンチャーキャピタル（ファンド）	4496400	9.2
SBIﾎｰﾙﾃﾞｨﾝｸﾞｽ(株)	資本業務提携先	3162540	6.5
Infinity e.ventures Asia III	ベンチャーキャピタル（ファンド）	3129600	6.4
ｸﾞﾛｰﾊﾞﾙ･ﾌﾞﾚｲﾝ6号投組	ベンチャーキャピタル（ファンド）	2921412	6.0
FinTechﾋﾞｼﾞﾈｽｲﾉﾍﾞｰｼｮﾝ投組	ベンチャーキャピタル（ファンド）	2635896	5.4
(株)SMBC信託銀行(信託口)	特別利害関係者など	1729446	3.5
DBJｷｬﾋﾟﾀﾙ投組	ベンチャーキャピタル（ファンド）	1372623	2.8
協創ﾌﾟﾗｯﾄﾌｫｰﾑ開発1号投組	ベンチャーキャピタル（ファンド）	1175088	2.4
(株)SBI証券	取引先	1175088	2.4
ｼﾞｬﾊﾟﾝ・ｺｲﾝﾍﾞｽﾄ2号投組	ベンチャーキャピタル（ファンド）	822561	1.7"
4168	ヤプリ	マザーズ	情報・通信業	A	2020/12/22	2960	3160	6500	5240	2960	3160	庵原 保文（上場時43歳9カ月）／1977年生	43	2013	170	13	1472402000	11663600	5572000	6.3	80.7	13.0	広告宣伝費、人件費	34524256000	44.9	18.7	26.2	0	0	0	44.8	0	"庵原保文	代表取締役社長CEO	2348100	18.7
佐野将史	取締役CTO	2348100	18.7
YJ1号投資事業組合	ベンチャーキャピタル（ファンド）	2102400	16.8
EightRoadsVentures JP II L.P.	ベンチャーキャピタル（ファンド）	1133700	9.0
ｸﾞﾛｰﾋﾞｽ4号ﾌｧﾝﾄﾞ投組	ベンチャーキャピタル（ファンド）	1112700	8.9
黒田真澄	取締役	828900	6.6
原田智法	新株予約権信託の受託者	750000	6.0
Globis Fund IV, L.P.	ベンチャーキャピタル（ファンド）	667200	5.3
Salesforce.com, INC.	ベンチャーキャピタル（ファンド）	420000	3.4
ﾃｸﾉﾛｼﾞｰﾍﾞﾝﾁｬｰｽﾞ4号投組	ベンチャーキャピタル（ファンド）	180000	1.4
角田耕一	取締役CFO	112500	0.9
川田尚吾	特別利害関係者など	48000	0.4"
7358	ポピンズホールディングス	東証1部	サービス業	A	2020/12/21	2850	2850	3000	2679	2650	2850	中村 紀子（轟 紀子、上場時71歳6カ月）／1949年生	71	2016	40	9	90000000	9780000	3737500	29.4	57.5	13.0	システム開発、借入金の返済、認可保育所の設備投資	27873000000	95.9	93.0	2.9	0	0	0	0	0	"(株)ｽﾋﾟﾈｶ	役員らが議決権の過半数を所有する会社	3960000	46.7
轟麻衣子	代表取締役社長、代表取締役会長の血族	1760000	20.8
中村紀子	代表取締役会長、代表取締役社長の血族	1520000	17.9
轟怜大	代表取締役会長・社長の血族	300000	3.5
轟有紗	代表取締役会長・社長の血族	300000	3.5
森栄子	取締役副会長など	240000	2.8
杉本五十洋	特別利害関係者など	120000	1.4
中村靖	代表取締役会長の血族	40000	0.5
井上正明	取締役副社長執行役員など	10000	0.1
田中博文	取締役常務執行役員など	10000	0.1"
7694	いつも	マザーズ	小売業	B	2020/12/21	1440	1540	3100	3610	1440	1540	坂本 守（上場時50歳2カ月）／1970年生	50	2007	166	4	11500000	5400000	1610000	49.7	37.3	13.0	仕入れ資金、採用費・人件費、システム投資、借入金返済	7776000000	94.6	92.0	2.6	0	0	0	0	0	"(株)つづく	役員らが議決権の過半数を所有する会社	2400000	48.0
(株)望月智之事務所	役員らが議決権の過半数を所有する会社	1200000	24.0
坂本守	代表取締役社長	600000	12.0
望月智之	取締役副社長	400000	8.0
高木修	執行役員	26000	0.5
関豊	取締役	26000	0.5
立川哲夫	執行役員	22000	0.4
義家聖太郎	執行役員	22000	0.4
本多正史	執行役員	22000	0.4
杉浦通之	取締役CFO	22000	0.4"
7031	インバウンドテック	マザーズ	サービス業	B	2020/12/18	5700	5700	10000	7300	5200	5700	東間 大（上場時53歳4カ月）／1967年生	53	2015	31	17	36625000	849200	237100	78.5	8.4	13.0	設備資金、運転資金、借入金の返済	4840440000	22.6	3.9	18.7	0	0	0	11.0	0	"(株)a2media	その他の関係会社	154200	21.0
下大薗豊	取締役会長	101600	13.8
(株)ｸﾞﾛｰﾊﾞﾙｷｬｽﾄ	特別利害関係者など	76500	10.4
ｱｲﾋﾞｽAM投資事業組合	ベンチャーキャピタル（ファンド）	55800	7.6
(株)光通信	特別利害関係者など	52500	7.2
(株)ｱｸｾﾙ	特別利害関係者など	52500	7.2
金子将之	専務執行役員	36300	4.9
(株)ﾍﾞｸﾄﾙ	特別利害関係者など	33000	4.5
ｿｹｯﾄ(株)	特別利害関係者など	33000	4.5
東間大	代表取締役社長執行役員	28800	3.9
(株)ﾊﾛｰｺﾐｭﾆｹｰｼｮﾝｽﾞ	特別利害関係者など	27000	3.7
東京電力ﾌﾛﾝﾃｨｱﾊﾟｰﾄﾅｰｽﾞ(同)	ベンチャーキャピタル（ファンド）、取引先の子会社	25000	3.4"
4167	ココペリ	マザーズ	情報・通信業	B	2020/12/18	1300	1600	3500	3610	1400	1600	近藤 繁（上場時42歳5カ月）／1978年生	42	2007	37	30	469756000	7243380	1244700	22.2	64.8	13.0	人件費・採用教育費	9416394000	50.2	39.5	10.7	0	0	0	20.1	0	"近藤繁	代表取締役CEO	2450000	32.1
AT-II投組	ベンチャーキャピタル（ファンド）	714000	9.4
森垣昭	取締役COO	546000	7.2
(株)東広	特別利害関係者など	476000	6.2
SV-FINTECH1号投組	ベンチャーキャピタル（ファンド）	424620	5.6
FinTechﾋﾞｼﾞﾈｽｲﾉﾍﾞｰｼｮﾝ投組	ベンチャーキャピタル（ファンド）	392000	5.1
近藤正武	代表取締役の血族	280000	3.7
近藤淳	代表取締役の血族	280000	3.7
松尾幸一郎	取締役	267400	3.5
TIS(株)	特別利害関係者など	188300	2.5"
4166	かっこ	マザーズ	情報・通信業	B	2020/12/17	1890	2020	7000	7890	1860	2020	岩井 裕之（上場時49歳3カ月）／1971年生	49	2011	26	21	100000000	2582081	287500	85.2	1.7	13.0	ソフトウエア開発、借入金返済、社債償還	4880133090	51.7	37.2	14.5	0	0	3.6	22.6	0	"岩井裕之	代表取締役社長CEO	523176	19.7
Symbolｷｬﾋﾟﾀﾙ(同)	役員らが議決権の過半数を所有する会社	465000	17.5
中沢雄太	執行役員	247803	9.3
SMBCﾍﾞﾝﾁｬｰｷｬﾋﾟﾀﾙ1号投組	ベンチャーキャピタル（ファンド）、金融商品取引業者の人的・資本的関係会社	229200	8.6
亀山誠	特別利害関係者など	225588	8.5
みずほ成長支援投組	ベンチャーキャピタル（ファンド）	173685	6.5
関根健太郎	専務取締役執行役員COO	137928	5.2
FinTechﾋﾞｼﾞﾈｽｲﾉﾍﾞｰｼｮﾝ投組	ベンチャーキャピタル（ファンド）、金融商品取引業者の人的・資本的関係会社	118422	4.5
中山勝史	従業員	95511	3.6
MSIVC2012V投組	ベンチャーキャピタル（ファンド）	79200	3.0"
6229	オーケーエム	東証2部	機械	C	2020/12/17	1090	1220	1500	1300	1090	1220	村井 米男（上場時69歳1カ月）／1951年生	69	1962	228	79	499665000	4315200	1514500	66.0	20.9	13.0	借入金返済、工場新設	4703568000	14.3	0	14.3	0	0	0	7.7	0	"(有)ｸﾛｰﾊﾞｰ通商	特別利害関係者など	618500	18.2
従業員持ち株会	特別利害関係者など	379640	11.2
奥村晋一	取締役常務執行役員	280030	8.3
奥村恵一	取締役会長	204690	6.0
奥村芳柾	特別利害関係者など	185850	5.5
(株)滋賀銀行	金融商品取引業者等	158000	4.7
奥村勇樹	特別利害関係者など	113440	3.3
奥村俊慈	特別利害関係者など	112230	3.3
日本生命保険(相)	金融商品取引業者等	100000	3.0
須田美奈子	特別利害関係者など	80810	2.4"
4935	リベルタ	JASDAQスタンダード	化学	B	2020/12/17	1120	1200	2000	2120	1120	1200	佐藤 透（上場時53歳1カ月）／1967年生	53	1997	92	11	18055000	2908000	954500	31.4	55.5	13.0	設備資金、運転資金	3256960000	95.0	72.8	22.2	0	0	1.3	0	0	"(株)ﾓｱ	役員らが議決権の過半数を所有する会社	1100000	41.4
佐藤透	代表取締役社長	822000	30.9
筒井安規雄	取締役	170000	6.4
石田幸司	取締役	170000	6.4
二田俊作	取締役	170000	6.4
従業員持ち株会	特別利害関係者など	80000	3.0
北條規	取締役	50000	1.9
山崎豊和	取締役	19000	0.7
佐藤貴子	代表取締役社長の配偶者	13000	0.5
佐々木聡	従業員	13000	0.5
西名武彦	取締役	10000	0.4
椎名寛昭	従業員	10000	0.4
真田哲矢	従業員	10000	0.4"
4020	ビートレンド	マザーズ	情報・通信業	B	2020/12/17	2680	2800	11000	10010	2680	2800	井上 英昭（上場時58歳11カ月）／1962年生	58	2000	46	41	173528000	1028800	189100	42.3	44.7	13.0	システム開発、採用費・人件費	2757184000	75.7	22.7	53.0	0	0	0	3.0	0	"永山隆昭	取締役	521500	51.2
井上英昭	代表取締役	224400	22.1
富士ﾌｲﾙﾑ(株)	特別利害関係者など	92400	9.1
(株)USEN-NEXT HOLDINGS	特別利害関係者など	20000	2.0
投資事業組合ｵﾘｯｸｽ11号	ベンチャーキャピタル（ファンド）	20000	2.0
須山聖一	特別利害関係者など	12000	1.2
(株)ｴｽﾈｯﾄﾜｰｸｽ	ベンチャーキャピタル（ファンド）	10500	1.0
平川雅隆	取締役	9000	0.9
沢田瑞樹	取締役	9000	0.9
佐野力	特別利害関係者など	8800	0.9
井上眸	代表取締役の血族	6000	0.6"
4165	プレイド	マザーズ	情報・通信業	A	2020/12/17	1400	1600	2500	3190	1400	1600	倉橋 健太（上場時37歳9カ月）／1983年生	37	2011	190	17	961321000	36930900	15055000	10.1	85.1	4.8	インフラ費用、採用費・人件費	51703260000	52.4	29.6	22.8	0	0	0	33.0	0	"倉橋健太	代表取締役CEO	11715000	29.6
柴山直樹	取締役執行役員CPO	7816000	19.8
JAPAN VENTURES I L.P.	ベンチャーキャピタル（ファンド）	6280000	15.9
ﾌｪﾑﾄｸﾞﾛｰｽｷｬﾋﾟﾀﾙ投組	ベンチャーキャピタル（ファンド）	4789900	12.1
Google International LLC	特別利害関係者など	1420900	3.6
ﾌｪﾑﾄｸﾞﾛｰｽﾌｧﾝﾄﾞ2.0投組	ベンチャーキャピタル（ファンド）	1098200	2.8
牧野祐己	執行役員	600000	1.5
清水博之	執行役員	600000	1.5
三井物産(株)	特別利害関係者など	498000	1.3
MSIVC2018V投組	ベンチャーキャピタル（ファンド）	498000	1.3
T.Rowe Price Japan Fund	ベンチャーキャピタル（ファンド）	350300	0.9"
7944	ローランド	東証1部	その他製品	A	2020/12/16	3260	3100	3000	2954	2810	3710	三木 純一（上場時65歳9カ月）／1955年生	65	1972	862	9	9421401000	27343830	12295500	0.0	95.2	4.8	-	89140885800	4.6	2.0	2.6	0	0	0.3	91.0	0	"Taiyo Jupiter HD, L.P.	ベンチャーキャピタル（ファンド）	25949430	91.0
三木純一	代表取締役社長上席執行役員など	582300	2.0
(株)日本ｶｽﾄﾃﾞｨ銀行(信託口)	特別利害関係者など	491010	1.7
社員持ち株会	特別利害関係者など	347520	1.2
柳瀬和也	上席執行役員など	255130	0.9
池上嘉宏	上席執行役員など	252820	0.9
ｺﾞｰﾄﾞﾝ･ﾚｲｿﾞﾝ	取締役上席執行役員など	130000	0.5
田村尚之	上席執行役員など	98320	0.3
ｼﾞｪｲ･ﾜﾅﾒｲｶｰ	子会社従業員	78000	0.3
湯川純郎	特別利害関係者など	77520	0.3"
6612	バルミューダ	マザーズ	電気機器	A	2020/12/16	1780	1930	2600	3150	1780	1930	寺尾 玄（上場時47歳4カ月）／1973年生	47	2003	109	4	53000000	7735000	1650200	74.8	12.1	13.0	人件費・採用費用、広告宣伝費、新製品開発費用	13768300000	88.4	85.1	3.3	0	0	1.0	0	0	"寺尾玄	代表取締役社長	6000000	85.1
Limotech Korea CO.,LTD.	取引先	250000	3.5
佐藤弘次	取締役	161000	2.3
(株)ﾐﾂﾊﾞ	取引先	125000	1.8
(株)ﾍﾞﾆﾔ	特別利害関係者など	125000	1.8
佐藤雅史	取締役	49500	0.7
鞍田直子	従業員	27500	0.4
池田英智	従業員	20500	0.3
南修二	取締役	20300	0.3
進藤剛	従業員	19800	0.3"
7092	Fast FitnessJapan	マザーズ	サービス業	B	2020/12/16	1860	2250	3000	3000	2000	2250	土屋 敦之（上場時53歳1カ月）／1967年生	53	2010	199	9	201574000	10850000	2070000	77.3	9.7	13.0	直営店の出店にかかる設備資金	20181000000	84.9	54.3	30.6	0	0	0	0	0	"(株)ｵｰｸ	役員らが議決権の過半数を所有する会社	4877500	47.4
大熊章	取締役会長	1647500	16.0
RM Japan, LLC	ﾏｽﾀｰ･ﾌﾗﾝﾁｬｲｻﾞｰの子会社	925000	9.0
土屋敦之	代表取締役社長	550000	5.3
野村信託銀行(株)(信託口2052248)	大熊章太(取締役会長の血族)信託分	450000	4.4
野村信託銀行(株)(信託口2052249)	大熊絢子(取締役会長の血族)信託分	450000	4.4
加藤薫	特別利害関係者など	350000	3.4
高嶋淳	取締役(監査等委員)	350000	3.4
稲垣稔	取締役(監査等委員)	250000	2.4
森保平	代表取締役副会長	166500	1.6
Shane Intihar	-	166500	1.6"
4019	スタメン	マザーズ	情報・通信業	B	2020/12/15	800	880	2050	2051	800	880	加藤 厚史（上場時39歳7カ月）／1981年生	39	2016	58	19	202500000	8425000	1840000	54.3	32.6	13.0	広告宣伝費、採用教育費・人件費、外注費・業務委託費、オフィス移転費用、借入金の返済	6740000000	73.0	64.6	8.4	0	0	0	16.3	0	"加藤厚史	代表取締役社長	4265000	54.4
ｼﾞｬﾌｺSV5共有投組	ベンチャーキャピタル（ファンド）	960000	12.2
(株)ｽﾀｰﾌﾛﾝﾂ	役員らが議決権の過半数を所有する会社	600000	7.7
大西泰平	取締役	455000	5.8
(株)ｴｲﾁｰﾑ	特別利害関係者など	400000	5.1
ｼﾞｬﾌｺSV5ｽﾀｰ投組	ベンチャーキャピタル（ファンド）	240000	3.1
(株)ﾗｲﾌﾜｰｸ	役員らが議決権の過半数を所有する会社	200000	2.5
中京ﾃﾚﾋﾞ放送(株)	特別利害関係者など	100000	1.3
小林一樹	常務取締役	100000	1.3
満沢将孝	取締役	100000	1.3
(株)DGﾍﾞﾝﾁｬｰｽﾞ	ベンチャーキャピタル（ファンド）	75000	1.0"
9145	ビーイングホールディングス	東証2部	陸運業	C	2020/12/15	910	1000	1300	1479	910	1000	喜多 甚一（上場時54歳3カ月）／1966年生	54	1986	36	29	102921000	5675000	1731900	67.0	20.0	13.0	設備資金、運転資金、借入金返済	5164250000	93.2	88.2	5.0	0	0	2.2	0	0	"(株)喜多商店	役員らが議決権の過半数を所有する会社	2835000	58.3
喜多甚一	代表取締役社長	1145000	23.5
喜多和行	専務取締役など、代表取締役社長の血族	150000	3.1
喜多良枝	代表取締役社長の配偶者、従業員	125000	2.6
高桑和浩	常務取締役など	110000	2.3
松木正康	取締役など	77500	1.6
桐原義浩	従業員	52500	1.1
越峯均	従業員、子会社の取締役	52500	1.1
山本元也	従業員	52500	1.1
森本浩行	子会社の代表取締役社長	35000	0.7"
4494	バリオセキュア	東証2部	情報・通信業	A	2020/11/30	2210	2250	2300	2150	2210	2250	稲見 吉彦（上場時55歳1カ月）／1965年生	55	2015	73	2	310000000	3726600	2719700	0.0	87.0	13.0	-	8235786000	2.7	2.0	0.7	0	0	2.6	91.7	0	"ｱｲ･ｼｸﾞﾏ事業支援ﾌｧﾝﾄﾞ2号投組	ベンチャーキャピタル（ファンド）	3720020	91.7
稲見吉彦	代表取締役社長	82680	2.0
山森郷司	取締役	15780	0.4
亀松節子	従業員	14500	0.4
梶浦靖史	取締役	14180	0.3
市瀬敦彦	従業員	14040	0.3
ﾊﾞﾚｽ ﾃｨﾓｼｰ	従業員	11820	0.3
池田毅	従業員	9540	0.2
伊藤英明	従業員	9540	0.2
佐々木大祐	従業員	9540	0.2
鈴木泉永	従業員	9540	0.2
原武史	従業員	9540	0.2
藤井豊	従業員	9540	0.2
藤田有悟	従業員	9540	0.2
柳峰雄	従業員	9540	0.2"
