日付	書類	期	連単	区分	四半期	項目名	タグ	値	単位	表示	コンテキスト	出所
2018-02-08	四半期	前期第3四半期累計	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	4890000000	JPY	4,890	PriorAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期第3四半期累計	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	-0.009	Pure	0.9	PriorAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		包括利益	ComprehensiveIncome	5240000000	JPY	5,240	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	-0.081	Pure	8.1	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期第3四半期累計	連結	実績		包括利益	ComprehensiveIncome	5700000000	JPY	5,700	PriorAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期第3四半期累計	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	0.483	Pure	48.3	PriorAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		1株当たり当期純利益	NetIncomePerShare	125.47	JPYPerShares	125.47	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期第3四半期累計	連結	実績		1株当たり当期純利益	NetIncomePerShare	145.55	JPYPerShares	145.55	PriorAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		総資産	TotalAssets	239380000000	JPY	239,380	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		純資産	NetAssets	100752000000	JPY	100,752	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		自己資本比率	CapitalAdequacyRatio	0.398	Pure	39.8	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		1株当たり純資産	NetAssetsPerShare	2838.66	JPYPerShares	2,838.66	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	連結	実績		総資産	TotalAssets	222891000000	JPY	222,891	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	連結	実績		純資産	NetAssets	96458000000	JPY	96,458	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	連結	実績		自己資本比率	CapitalAdequacyRatio	0.409	Pure	40.9	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	連結	実績		1株当たり純資産	NetAssetsPerShare	2713.24	JPYPerShares	2,713.24	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		自己資本	OwnersEquity	95382000000	JPY	95,382	CurrentAccumulatedQ3Instant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	連結	実績		自己資本	OwnersEquity	91168000000	JPY	91,168	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	10.00	JPYPerShares	10.00	PriorYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	単体	実績	期末	1株当たり配当金	DividendPerShare	12.50	JPYPerShares	12.50	PriorYearDuration_YearEndMember_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	単体	実績	合計	1株当たり配当金	DividendPerShare	22.50	JPYPerShares	22.50	PriorYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	単体	実績	第2四半期末	1株当たり配当金	DividendPerShare	12.50	JPYPerShares	12.50	CurrentYearDuration_SecondQuarterMember_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	単体	予想	期末	1株当たり配当金	DividendPerShare	12.50	JPYPerShares	12.50	CurrentYearDuration_YearEndMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	単体	予想	合計	1株当たり配当金	DividendPerShare	25.00	JPYPerShares	25.00	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	単体	実績	合計	当四半期における配当予想の修正	CorrectionOfDividendForecastInThisQuarter			無	CurrentYearDuration_AnnualMember_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		業績予想の見出し	TitleForForecasts			3. 平成30年 3月期の連結業績予想（平成29年 4月 1日～平成30年 3月31日）	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		売上高	NetSales	428000000000	JPY	428,000	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		売上高の増減率	ChangeInNetSales	0.011	Pure	1.1	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		営業利益	OperatingIncome	10200000000	JPY	10,200	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		営業利益の増減率	ChangeInOperatingIncome	-0.026	Pure	2.6	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		経常利益	OrdinaryIncome	11700000000	JPY	11,700	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		経常利益の増減率	ChangeInOrdinaryIncome	-0.025	Pure	2.5	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	7400000000	JPY	7,400	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	-0.056	Pure	5.6	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		1株当たり当期純利益	NetIncomePerShare	220.23	JPYPerShares	220.23	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期	連結	予想		当四半期における業績予想の修正	CorrectionOfConsolidatedFinancialForecastInThisQuarter			無	CurrentYearDuration_ConsolidatedMember_ForecastMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績			MaterialChangesInSubsidiariesDuringThisPeriodChangesInScopeOfConsolidationsResultingFromChangeIsSubsidiaries			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績			ApplyingOfSpecificAccountingOfTheConsolidatedQuarterlyFinancialStatements			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		会計基準等の改正に伴う変更	ChangesBasedOnRevisionsOfAccountingStandard			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		それ以外の会計方針の変更	ChangesOtherThanOnesBasedOnRevisionsOfAccountingStandard			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		会計上の見積りの変更	ChangesInAccountingEstimates			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	連結	実績		修正再表示	RetrospectiveRestatement			無	CurrentAccumulatedQ3Duration_ConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	単体	実績		期末発行済株式数(自己株式を含む)	NumberOfIssuedAndOutstandingSharesAtTheEndOfFiscalYearIncludingTreasuryStock	37591969	Shares	37,591,969	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3990933	Shares	3,990,933	CurrentAccumulatedQ3Instant_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期	単体	実績		期末自己株式数	NumberOfTreasuryStockAtTheEndOfFiscalYear	3990769	Shares	3,990,769	PriorYearInstant_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	33601120	Shares	33,601,120	CurrentAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	前期第3四半期累計	単体	実績		期中平均株式数	AverageNumberOfShares	33601266	Shares	33,601,266	PriorAccumulatedQ3Duration_NonConsolidatedMember_ResultMember	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期				将来情報の利用に関する注意	NotesForUsingForecastedInformationAndOthers			本資料に記載されている業績見通し等の将来に関する記述は、当社が現在入手している情報及び合理的であると判断する一定の前提に基づいており、その達成を当社として約束する趣旨のものではありません。また、実際の業績等は様々な要因により大きく異なる可能性があります。業績予想の前提となる条件及び業績予想のご利用に当たっての注意事項等については、添付資料３ページ「１．当四半期決算に関する定性的情報（３）連結業績予想などの将来予測情報に関する説明」をご覧ください。	CurrentYearDuration	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期				決算期末	FiscalYearEnd			2018-03-31	CurrentYearInstant	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-02-08	四半期	当期第3四半期累計				四半期	QuarterlyPeriod	3	Pure	3	CurrentAccumulatedQ3Instant	/disc/80370/081220180131460970_tse-qcedjpsm-80370-20180131460970-ixbrl.htm
2018-05-10	年次	当期				書類名	DocumentName			決算短信〔日本基準〕（連結）	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期				提出日	FilingDate			平成30年5月10日	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期				会社名	CompanyName			カメイ株式会社	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					TokyoStockExchange			東	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期				証券コード	SecuritiesCode			80370	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期				URL	URL			http://www.kamei.co.jp/	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期				代表者の役職	TitleRepresentative			代表取締役社長	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期				代表者名	NameRepresentative			亀井文行	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					TitleInquiries			管理部長	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					NameInquiries			小林哲也	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					Tel			022-264-6112	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					DateOfGeneralShareholdersMeetingAsPlanned			平成30年6月28日	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					DividendPayableDateAsPlanned			平成30年6月29日	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					AnnualSecuritiesReportFilingDateAsPlanned			平成30年6月29日	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					SupplementalMaterialOfAnnualResults			無	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					ConveningBriefingOfAnnualResults			無	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期					NoteToFractionProcessingMethod			（百万円未満切捨て）	CurrentYearInstant	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		売上高	NetSales	447774000000	JPY	447,774	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		売上高の増減率	ChangeInNetSales	0.057	Pure	5.7	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		営業利益	OperatingIncome	9802000000	JPY	9,802	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		営業利益の増減率	ChangeInOperatingIncome	-0.064	Pure	6.4	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		経常利益	OrdinaryIncome	10847000000	JPY	10,847	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	-0.096	Pure	9.6	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	6577000000	JPY	6,577	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	-0.161	Pure	16.1	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		売上高	NetSales	423469000000	JPY	423,469	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		売上高の増減率	ChangeInNetSales	0.006	Pure	0.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		営業利益	OperatingIncome	10474000000	JPY	10,474	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		営業利益の増減率	ChangeInOperatingIncome	-0.086	Pure	8.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		経常利益	OrdinaryIncome	11997000000	JPY	11,997	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		経常利益の増減率	ChangeInOrdinaryIncome	-0.036	Pure	3.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		親会社株主に帰属する当期純利益	ProfitAttributableToOwnersOfParent	7836000000	JPY	7,836	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		親会社株主に帰属する当期純利益の増減率	ChangeInProfitAttributableToOwnersOfParent	-0.156	Pure	15.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		包括利益	ComprehensiveIncome	7372000000	JPY	7,372	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	-0.258	Pure	25.8	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		包括利益	ComprehensiveIncome	9933000000	JPY	9,933	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		包括利益の増減率	ChangeInComprehensiveIncome	0.399	Pure	39.9	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		1株当たり当期純利益	NetIncomePerShare	195.76	JPYPerShares	195.76	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		自己資本当期純利益率(ROE)	NetIncomeToShareholdersEquityRatio	0.070	Pure	7.0	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		総資産経常利益率(ROA)	OrdinaryIncomeToTotalAssetsRatio	0.048	Pure	4.8	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		売上高営業利益率	OperatingIncomeToNetSalesRatio	0.022	Pure	2.2	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		1株当たり当期純利益	NetIncomePerShare	233.21	JPYPerShares	233.21	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		自己資本当期純利益率(ROE)	NetIncomeToShareholdersEquityRatio	0.090	Pure	9.0	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		総資産経常利益率(ROA)	OrdinaryIncomeToTotalAssetsRatio	0.056	Pure	5.6	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		売上高営業利益率	OperatingIncomeToNetSalesRatio	0.025	Pure	2.5	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		持分法投資損益	InvestmentProfitLossOnEquityMethod	320000000	JPY	320	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		持分法投資損益	InvestmentProfitLossOnEquityMethod	382000000	JPY	382	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		総資産	TotalAssets	230434000000	JPY	230,434	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		純資産	NetAssets	102885000000	JPY	102,885	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		自己資本比率	CapitalAdequacyRatio	0.423	Pure	42.3	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		1株当たり純資産	NetAssetsPerShare	2900.26	JPYPerShares	2,900.26	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		総資産	TotalAssets	222891000000	JPY	222,891	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		純資産	NetAssets	96458000000	JPY	96,458	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		自己資本比率	CapitalAdequacyRatio	0.409	Pure	40.9	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		1株当たり純資産	NetAssetsPerShare	2713.24	JPYPerShares	2,713.24	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		自己資本	OwnersEquity	97451000000	JPY	97,451	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		自己資本	OwnersEquity	91168000000	JPY	91,168	PriorYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		営業キャッシュフロー	CashFlowsFromOperatingActivities	15296000000	JPY	15,296	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		投資キャッシュフロー	CashFlowsFromInvestingActivities	-6512000000	JPY	6,512	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		財務キャッシュフロー	CashFlowsFromFinancingActivities	-6312000000	JPY	6,312	CurrentYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	当期	連結	実績		現金及び現金同等物の期末残高	CashAndEquivalentsEndOfPeriod	27855000000	JPY	27,855	CurrentYearInstant_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
2018-05-10	年次	前期	連結	実績		営業キャッシュフロー	CashFlowsFromOperatingActivities	10389000000	JPY	10,389	PriorYearDuration_ConsolidatedMember_ResultMember	/disc/80370/081220180502427030_tse-acedjpsm-80370-20180502427030-ixbrl.htm
