コード	企業名	競合リスト
4880	セルソース	"[{""code"": ""4978"", ""name"": ""リプロセル""}, {""code"": ""7774"", ""name"": ""J-TEC""}, {""code"": ""7776"", ""name"": ""セルシード""}]"
4477	BASE	"[{""code"": ""2428"", ""name"": ""ウェルネト""}, {""code"": ""3753"", ""name"": ""フライトS""}, {""code"": ""3769"", ""name"": ""GMOペイ""}]"
7072	インティメート・マージャー	"[{""code"": ""3688"", ""name"": ""CARTA""}, {""code"": ""6185"", ""name"": ""SMN""}]"
4691	ワシントンホテル	"[{""code"": ""6547"", ""name"": ""グリーンズ""}, {""code"": ""6565"", ""name"": ""ABホテル""}, {""code"": ""9722"", ""name"": ""藤田観光""}]"
7682	浜木綿	"[{""code"": ""3066"", ""name"": ""JBイレブ""}, {""code"": ""7625"", ""name"": ""グロバダイ""}, {""code"": ""8181"", ""name"": ""東天紅""}]"
7071	アンビスホールディングス	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""9158"", ""name"": ""CUC""}]"
4476	AI CROSS	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""4395"", ""name"": ""アクリート""}]"
4475	HENNGE	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4443"", ""name"": ""サンサン""}, {""code"": ""4493"", ""name"": ""Cクラウド""}]"
7681	レオクラン	"[{""code"": ""2689"", ""name"": ""オルバHH""}, {""code"": ""3183"", ""name"": ""ウインパト""}, {""code"": ""9265"", ""name"": ""ヤマシタH""}]"
4450	パワーソリューションズ	"[{""code"": ""3997"", ""name"": ""トレードW""}, {""code"": ""4783"", ""name"": ""NCD""}, {""code"": ""7527"", ""name"": ""システムソ""}]"
6597	HPCシステムズ	"[{""code"": ""6599"", ""name"": ""エブレン""}, {""code"": ""6734"", ""name"": ""ニューテク""}, {""code"": ""6777"", ""name"": ""サンテクH""}]"
4448	Chatwork	"[{""code"": ""3681"", ""name"": ""ブイキュブ""}, {""code"": ""4387"", ""name"": ""ZUU""}]"
4449	ギフティ	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""3923"", ""name"": ""ラクス""}]"
7069	サイバー・バズ	"[{""code"": ""3990"", ""name"": ""UUUM""}, {""code"": ""5027"", ""name"": ""AnyMd""}, {""code"": ""6069"", ""name"": ""トレンダー""}]"
7800	アミファ	"[{""code"": ""7818"", ""name"": ""トランザク""}, {""code"": ""7819"", ""name"": ""粧美堂""}, {""code"": ""7874"", ""name"": ""レック""}]"
4447	ピー・ビーシステムズ	"[{""code"": ""3565"", ""name"": ""アセンテク""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
4599	ステムリム	"[{""code"": ""4563"", ""name"": ""アンジェス""}, {""code"": ""4565"", ""name"": ""ネクセラP""}, {""code"": ""4592"", ""name"": ""サンバイオ""}]"
2978	ツクルバ	"[{""code"": ""3241"", ""name"": ""ウィル""}, {""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""8919"", ""name"": ""カチタス""}]"
7803	ブシロード	"[{""code"": ""2767"", ""name"": ""円谷フィル""}, {""code"": ""7832"", ""name"": ""バンナムH""}, {""code"": ""7844"", ""name"": ""マーベラス""}]"
7804	ビーアンドピー	"[{""code"": ""3948"", ""name"": ""光ビジネス""}, {""code"": ""7851"", ""name"": ""カワセCS""}, {""code"": ""7870"", ""name"": ""福島印刷""}]"
4446	Link-U	"[{""code"": ""3633"", ""name"": ""GMOペパ""}, {""code"": ""3778"", ""name"": ""さくらイン""}, {""code"": ""3788"", ""name"": ""GMOGS""}]"
7068	フィードフォース	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""4431"", ""name"": ""スマレジ""}, {""code"": ""7095"", ""name"": ""マクビーP""}]"
4445	リビン・テクノロジーズ	"[{""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""3679"", ""name"": ""じげん""}, {""code"": ""4499"", ""name"": ""Speee""}]"
7678	あさくま	"[{""code"": ""3053"", ""name"": ""ペッパFS""}, {""code"": ""3091"", ""name"": ""ブロンコB""}, {""code"": ""7412"", ""name"": ""アトム""}]"
4931	新日本製薬	"[{""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4925"", ""name"": ""ハーバー研""}, {""code"": ""4927"", ""name"": ""ポラオルH""}]"
7677	ヤシマキザイ	"[{""code"": ""3153"", ""name"": ""八洲電機""}, {""code"": ""8081"", ""name"": ""カナデン""}]"
4444	インフォネット	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""3393"", ""name"": ""スタティア""}, {""code"": ""3826"", ""name"": ""システムイ""}]"
7067	ブランディングテクノロジー	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""3622"", ""name"": ""ネットイヤ""}, {""code"": ""6081"", ""name"": ""アライドア""}]"
7066	ピアズ	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""7049"", ""name"": ""識学""}]"
4443	Sansan	"[{""code"": ""2492"", ""name"": ""インフォM""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4478"", ""name"": ""フリー""}]"
2976	日本グランデ	"[{""code"": ""3248"", ""name"": ""アルエイジ""}, {""code"": ""8887"", ""name"": ""クミカ""}, {""code"": ""8891"", ""name"": ""AMGHD""}]"
7065	ユーピーアール	"[{""code"": ""4690"", ""name"": ""日パレット""}, {""code"": ""9368"", ""name"": ""キムラユニ""}, {""code"": ""9386"", ""name"": ""日本コンセ""}]"
2974	大英産業	"[{""code"": ""3261"", ""name"": ""グランディ""}, {""code"": ""3280"", ""name"": ""Sトラスト""}, {""code"": ""8860"", ""name"": ""フジ住宅""}]"
4442	バルテス	"[{""code"": ""3657"", ""name"": ""ポールトゥ""}, {""code"": ""3676"", ""name"": ""デジハーツ""}, {""code"": ""3697"", ""name"": ""SHIFT""}]"
4441	トビラシステムズ	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""3692"", ""name"": ""FFRIS""}, {""code"": ""4166"", ""name"": ""かっこ""}]"
7676	グッドスピード	
7064	ハウテレビジョン	"[{""code"": ""3991"", ""name"": ""ウォンテド""}, {""code"": ""4377"", ""name"": ""ワンキャリ""}, {""code"": ""6194"", ""name"": ""アトラエ""}]"
4440	ヴィッツ	"[{""code"": ""4394"", ""name"": ""eXモショ""}, {""code"": ""4420"", ""name"": ""イーソル""}, {""code"": ""9749"", ""name"": ""富士ソフト""}]"
4439	東名	"[{""code"": ""2763"", ""name"": ""エフティG""}, {""code"": ""9435"", ""name"": ""光通信""}, {""code"": ""9445"", ""name"": ""フォバルT""}]"
4438	Welby	"[{""code"": ""2150"", ""name"": ""ケアネット""}, {""code"": ""3902"", ""name"": ""メディDV""}, {""code"": ""6095"", ""name"": ""メドピア""}]"
7063	エードット	"[{""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""6058"", ""name"": ""ベクトル""}, {""code"": ""6081"", ""name"": ""アライドア""}]"
7674	NATTY SWANKY	"[{""code"": ""3193"", ""name"": ""エタナルH""}, {""code"": ""3547"", ""name"": ""串カツ田中""}, {""code"": ""7127"", ""name"": ""一家HLD""}]"
7062	フレアス	"[{""code"": ""7061"", ""name"": ""日ホスピス""}, {""code"": ""7071"", ""name"": ""アンビスH""}, {""code"": ""9229"", ""name"": ""サンウェル""}]"
7061	日本ホスピスホールディングス	"[{""code"": ""7071"", ""name"": ""アンビスH""}, {""code"": ""9158"", ""name"": ""CUC""}, {""code"": ""9229"", ""name"": ""サンウェル""}]"
4437	gooddaysホールディングス	"[{""code"": ""3796"", ""name"": ""いい生活""}, {""code"": ""4421"", ""name"": ""DIシステ""}, {""code"": ""4752"", ""name"": ""昭和システ""}]"
7060	ギークス	"[{""code"": ""6563"", ""name"": ""みらいW""}, {""code"": ""7352"", ""name"": ""ツーストン""}, {""code"": ""7379"", ""name"": ""サーキュレ""}]"
7059	コプロ・ホールディングス	"[{""code"": ""2154"", ""name"": ""オプンUG""}, {""code"": ""6028"", ""name"": ""テクノプロ""}]"
4436	ミンカブ・ジ・インフォノイド	"[{""code"": ""3807"", ""name"": ""フィスコ""}, {""code"": ""4765"", ""name"": ""SBIGA""}, {""code"": ""7833"", ""name"": ""アイフスJ""}]"
1451	KHC	
7058	共栄セキュリティーサービス	"[{""code"": ""4664"", ""name"": ""RSC""}, {""code"": ""4754"", ""name"": ""トスネット""}, {""code"": ""9686"", ""name"": ""東洋テック""}]"
4435	カオナビ	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4071"", ""name"": ""Pアルファ""}, {""code"": ""4443"", ""name"": ""サンサン""}]"
7057	エヌ・シー・エヌ	"[{""code"": ""2311"", ""name"": ""エプコ""}, {""code"": ""6072"", ""name"": ""地盤ネット""}]"
4434	サーバーワークス	"[{""code"": ""3565"", ""name"": ""アセンテク""}, {""code"": ""3762"", ""name"": ""テクマトリ""}, {""code"": ""3844"", ""name"": ""コムチュア""}]"
4432	ウイングアーク1st	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4733"", ""name"": ""OBC""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
2972	サンケイリアルエステート投資法人	
7673	ダイコー通産	"[{""code"": ""5821"", ""name"": ""平河テック""}, {""code"": ""8023"", ""name"": ""大興電子通""}, {""code"": ""9934"", ""name"": ""因幡電産""}]"
1887	日本国土開発	"[{""code"": ""1822"", ""name"": ""大豊建設""}, {""code"": ""1852"", ""name"": ""浅沼組""}, {""code"": ""1870"", ""name"": ""矢作建設""}]"
4431	スマレジ	"[{""code"": ""4419"", ""name"": ""Finat""}, {""code"": ""6287"", ""name"": ""サトーHD""}, {""code"": ""6588"", ""name"": ""東芝テック""}]"
7050	フロンティアインターナショナル	"[{""code"": ""2180"", ""name"": ""サニサイG""}, {""code"": ""4767"", ""name"": ""TOW""}, {""code"": ""9625"", ""name"": ""セレスポ""}]"
4430	東海ソフト	"[{""code"": ""3924"", ""name"": ""ランドC""}, {""code"": ""4440"", ""name"": ""ヴィッツ""}, {""code"": ""9651"", ""name"": ""日プロセス""}]"
4429	リックソフト	"[{""code"": ""3915"", ""name"": ""テラスカイ""}, {""code"": ""4069"", ""name"": ""ブルーミム""}, {""code"": ""4434"", ""name"": ""サーバワク""}]"
7049	識学	"[{""code"": ""2170"", ""name"": ""リンクモチ""}, {""code"": ""6200"", ""name"": ""インソース""}, {""code"": ""9757"", ""name"": ""船井総研H""}]"
2971	エスコンジャパンリート投資法人	
9286	エネクス・インフラ投資法人	
7360	オンデック	"[{""code"": ""2127"", ""name"": ""日本M&A""}, {""code"": ""6080"", ""name"": ""M&ACP""}, {""code"": ""7076"", ""name"": ""名南M&A""}]"
4884	クリングルファーマ	"[{""code"": ""4563"", ""name"": ""アンジェス""}, {""code"": ""4584"", ""name"": ""キッズWB""}, {""code"": ""4592"", ""name"": ""サンバイオ""}]"
4881	ファンペップ	"[{""code"": ""4587"", ""name"": ""ペプチD""}, {""code"": ""4599"", ""name"": ""ステムリム""}, {""code"": ""4883"", ""name"": ""モダリス""}]"
6230	SANEI	"[{""code"": ""3024"", ""name"": ""クリエイト""}, {""code"": ""5342"", ""name"": ""ジャニス工""}, {""code"": ""6484"", ""name"": ""KVK""}]"
4172	東和ハイシステム	"[{""code"": ""3671"", ""name"": ""ソフトマク""}, {""code"": ""3733"", ""name"": ""Sサービス""}, {""code"": ""4320"", ""name"": ""CEHLD""}]"
7359	東京通信	"[{""code"": ""2432"", ""name"": ""DeNA""}, {""code"": ""2489"", ""name"": ""アドウェイ""}, {""code"": ""4751"", ""name"": ""サイバーA""}]"
4171	グローバルインフォメーション	"[{""code"": ""2467"", ""name"": ""バルクHD""}, {""code"": ""3675"", ""name"": ""クロスMG""}, {""code"": ""4326"", ""name"": ""インテージ""}]"
7695	交換できるくん	"[{""code"": ""3064"", ""name"": ""Monot""}, {""code"": ""5938"", ""name"": ""LIXIL""}, {""code"": ""5947"", ""name"": ""リンナイ""}]"
4169	ENECHANGE	"[{""code"": ""3994"", ""name"": ""マネフォワ""}, {""code"": ""4478"", ""name"": ""フリー""}, {""code"": ""4480"", ""name"": ""メドレー""}]"
4170	Kaizen Platform	"[{""code"": ""4053"", ""name"": ""サンアスタ""}, {""code"": ""4490"", ""name"": ""ビザスク""}, {""code"": ""7351"", ""name"": ""グドパッチ""}]"
7342	ウェルスナビ	"[{""code"": ""4765"", ""name"": ""SBIGA""}, {""code"": ""8628"", ""name"": ""松井証券""}, {""code"": ""8698"", ""name"": ""マネクスG""}]"
4168	ヤプリ	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4477"", ""name"": ""BASE""}, {""code"": ""4478"", ""name"": ""フリー""}]"
7358	ポピンズホールディングス	"[{""code"": ""2749"", ""name"": ""JPHLD""}, {""code"": ""4714"", ""name"": ""リソー教育""}, {""code"": ""7366"", ""name"": ""リタリコ""}]"
7694	いつも	"[{""code"": ""3134"", ""name"": ""Hamee""}, {""code"": ""3985"", ""name"": ""テモナ""}, {""code"": ""6176"", ""name"": ""ブランジス""}]"
7031	インバウンドテック	"[{""code"": ""6193"", ""name"": ""バチャレク""}, {""code"": ""7039"", ""name"": ""ブリッジI""}]"
4167	ココペリ	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4478"", ""name"": ""フリー""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
4166	かっこ	"[{""code"": ""3371"", ""name"": ""ソフトCH""}, {""code"": ""4496"", ""name"": ""コマース1""}, {""code"": ""4847"", ""name"": ""Iウェイブ""}]"
6229	オーケーエム	"[{""code"": ""6492"", ""name"": ""岡野バルブ""}, {""code"": ""6496"", ""name"": ""中北製作所""}, {""code"": ""6498"", ""name"": ""キッツ""}]"
4935	リベルタ	"[{""code"": ""4933"", ""name"": ""I-ne""}, {""code"": ""4936"", ""name"": ""アクシジア""}, {""code"": ""7689"", ""name"": ""コパコーポ""}]"
4020	ビートレンド	"[{""code"": ""2491"", ""name"": ""バリューC""}, {""code"": ""3666"", ""name"": ""テクノスJ""}, {""code"": ""3917"", ""name"": ""アイリッジ""}]"
4165	プレイド	"[{""code"": ""3984"", ""name"": ""ユーザーL""}, {""code"": ""4496"", ""name"": ""コマース1""}, {""code"": ""7068"", ""name"": ""フィードF""}]"
7944	ローランド	"[{""code"": ""7951"", ""name"": ""ヤマハ""}, {""code"": ""7952"", ""name"": ""河合楽器""}]"
6612	バルミューダ	"[{""code"": ""6630"", ""name"": ""ヤーマン""}, {""code"": ""6752"", ""name"": ""パナソニク""}, {""code"": ""6897"", ""name"": ""ツインバド""}]"
7092	Fast FitnessJapan	"[{""code"": ""2378"", ""name"": ""ルネサンス""}, {""code"": ""4801"", ""name"": ""セントスポ""}, {""code"": ""7085"", ""name"": ""カーブスH""}]"
4019	スタメン	"[{""code"": ""4397"", ""name"": ""チームスピ""}, {""code"": ""4435"", ""name"": ""カオナビ""}, {""code"": ""4448"", ""name"": ""クベル""}]"
9145	ビーイングホールディングス	"[{""code"": ""2384"", ""name"": ""SBSHD""}, {""code"": ""9037"", ""name"": ""ハマキョウ""}, {""code"": ""9090"", ""name"": ""AZ丸和H""}]"
4494	バリオセキュア	"[{""code"": ""3042"", ""name"": ""Sヴェイル""}, {""code"": ""3968"", ""name"": ""セグエG""}, {""code"": ""4258"", ""name"": ""網屋""}]"
4017	クリーマ	"[{""code"": ""3633"", ""name"": ""GMOペパ""}, {""code"": ""4477"", ""name"": ""BASE""}, {""code"": ""4479"", ""name"": ""マクアケ""}]"
7357	ジオコード	"[{""code"": ""4378"", ""name"": ""CINC""}, {""code"": ""7067"", ""name"": ""ブラテクノ""}, {""code"": ""9554"", ""name"": ""AViC""}]"
4016	MITホールディングス	"[{""code"": ""2335"", ""name"": ""キューブS""}, {""code"": ""3924"", ""name"": ""ランドC""}, {""code"": ""4421"", ""name"": ""DIシステ""}]"
4015	アララ	"[{""code"": ""2428"", ""name"": ""ウェルネト""}, {""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""7177"", ""name"": ""GMOFH""}]"
7356	Retty	"[{""code"": ""2371"", ""name"": ""カカクコム""}, {""code"": ""2440"", ""name"": ""ぐるなび""}]"
7097	さくらさくプラス	"[{""code"": ""6189"", ""name"": ""グロバルK""}, {""code"": ""7084"", ""name"": ""Kスマイル""}]"
4934	プレミアアンチエイジング	"[{""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4931"", ""name"": ""新日本製薬""}, {""code"": ""4933"", ""name"": ""I-ne""}]"
4014	カラダノート	"[{""code"": ""4169"", ""name"": ""Eチェンジ""}, {""code"": ""4480"", ""name"": ""メドレー""}, {""code"": ""4483"", ""name"": ""JMDC""}]"
7692	アースインフィニティ	"[{""code"": ""1407"", ""name"": ""ウエストH""}, {""code"": ""3150"", ""name"": ""グリムス""}, {""code"": ""9517"", ""name"": ""eレックス""}]"
4013	日通システム	"[{""code"": ""4776"", ""name"": ""サイボウズ""}, {""code"": ""6436"", ""name"": ""アマノ""}, {""code"": ""9928"", ""name"": ""ミロク情報""}]"
6600	キオクシアホールディングス	
7354	ダイレクトマーケティングミックス	"[{""code"": ""2471"", ""name"": ""エスプール""}, {""code"": ""4290"", ""name"": ""プレステI""}]"
2987	タスキ	
4012	アクシス	"[{""code"": ""2307"", ""name"": ""クロスキャ""}, {""code"": ""2335"", ""name"": ""キューブS""}, {""code"": ""3916"", ""name"": ""Dインフォ""}]"
4011	ヘッドウォータース	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""5036"", ""name"": ""日本ビジS""}, {""code"": ""5129"", ""name"": ""FIXER""}]"
4060	rakumo	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4058"", ""name"": ""トヨクモ""}]"
4933	I-ne	"[{""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4931"", ""name"": ""新日本製薬""}, {""code"": ""6630"", ""name"": ""ヤーマン""}]"
2932	STIフードホールディングス	"[{""code"": ""2903"", ""name"": ""シノブフズ""}, {""code"": ""2908"", ""name"": ""フジッコ""}, {""code"": ""2933"", ""name"": ""紀文食品""}]"
4059	まぐまぐ	"[{""code"": ""4387"", ""name"": ""ZUU""}, {""code"": ""6038"", ""name"": ""イード""}, {""code"": ""7047"", ""name"": ""ポート""}]"
4930	グラフィコ	
4058	トヨクモ	"[{""code"": ""4060"", ""name"": ""ラクモ""}, {""code"": ""4448"", ""name"": ""クベル""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
1375	雪国まいたけ	"[{""code"": ""1379"", ""name"": ""ホクト""}, {""code"": ""2904"", ""name"": ""一正蒲鉾""}]"
4057	インターファクトリー	"[{""code"": ""3371"", ""name"": ""ソフトCH""}, {""code"": ""4477"", ""name"": ""BASE""}, {""code"": ""4496"", ""name"": ""コマース1""}]"
4056	ニューラルポケット	"[{""code"": ""3993"", ""name"": ""PKSHA""}, {""code"": ""4382"", ""name"": ""HEROZ""}, {""code"": ""4488"", ""name"": ""AIins""}]"
4055	ティアンドエス	"[{""code"": ""2317"", ""name"": ""システナ""}, {""code"": ""3687"", ""name"": ""フィックス""}, {""code"": ""9749"", ""name"": ""富士ソフト""}]"
4883	モダリス	"[{""code"": ""4563"", ""name"": ""アンジェス""}, {""code"": ""4583"", ""name"": ""カイオムB""}, {""code"": ""4978"", ""name"": ""リプロセル""}]"
4053	Sun Asterisk	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""6088"", ""name"": ""シグマクシ""}, {""code"": ""9682"", ""name"": ""DTS""}]"
4054	日本情報クリエイト	"[{""code"": ""3491"", ""name"": ""GAテクノ""}, {""code"": ""3796"", ""name"": ""いい生活""}, {""code"": ""4389"", ""name"": ""プロパDB""}]"
7353	KIYOラーニング	"[{""code"": ""264A"", ""name"": ""Schoo""}, {""code"": ""4319"", ""name"": ""TAC""}, {""code"": ""6096"", ""name"": ""レアジョブ""}]"
4051	GMOフィナンシャルゲート	"[{""code"": ""3769"", ""name"": ""GMOペイ""}, {""code"": ""4819"", ""name"": ""Dガレージ""}, {""code"": ""5258"", ""name"": ""TXNMN""}]"
4495	アイキューブドシステムズ	"[{""code"": ""3694"", ""name"": ""オプティム""}, {""code"": ""3983"", ""name"": ""オロ""}, {""code"": ""4475"", ""name"": ""ヘンゲ""}]"
4499	Speee	"[{""code"": ""3655"", ""name"": ""Bパッド""}, {""code"": ""3769"", ""name"": ""GMOペイ""}, {""code"": ""6532"", ""name"": ""ベイカレ""}]"
7352	BrandingEngineer	"[{""code"": ""3697"", ""name"": ""SHIFT""}, {""code"": ""6194"", ""name"": ""アトラエ""}, {""code"": ""7060"", ""name"": ""ギークス""}]"
7351	グッドパッチ	"[{""code"": ""2130"", ""name"": ""メンバーズ""}, {""code"": ""7067"", ""name"": ""ブラテクノ""}, {""code"": ""7078"", ""name"": ""インクル""}]"
6599	エブレン	"[{""code"": ""6597"", ""name"": ""HPCシス""}, {""code"": ""6918"", ""name"": ""アバール""}]"
4496	コマースOneホールディングス	"[{""code"": ""3134"", ""name"": ""Hamee""}, {""code"": ""3371"", ""name"": ""ソフトCH""}, {""code"": ""3633"", ""name"": ""GMOペパ""}]"
4052	フィーチャ	"[{""code"": ""3653"", ""name"": ""モルフォ""}, {""code"": ""4382"", ""name"": ""HEROZ""}, {""code"": ""4425"", ""name"": ""Kudan""}]"
4497	ロコガイド	
7689	コパ・コーポレーション	"[{""code"": ""2722"", ""name"": ""IKHLD""}, {""code"": ""7818"", ""name"": ""トランザク""}]"
2984	ヤマイチエステート	"[{""code"": ""2976"", ""name"": ""日グランデ""}, {""code"": ""8892"", ""name"": ""日エスコン""}, {""code"": ""8996"", ""name"": ""Hフリダム""}]"
6598	スマート・ソリューション・テクノロジー	
2983	アールプランナー	"[{""code"": ""8886"", ""name"": ""ウッドフレ""}, {""code"": ""8904"", ""name"": ""AVANT""}, {""code"": ""8917"", ""name"": ""F住建""}]"
4498	サイバートラスト	"[{""code"": ""3788"", ""name"": ""GMOGS""}, {""code"": ""3817"", ""name"": ""SRAHD""}, {""code"": ""6050"", ""name"": ""Eガーディ""}]"
7096	ステムセル研究所	"[{""code"": ""4552"", ""name"": ""JCRファ""}, {""code"": ""4880"", ""name"": ""セルソース""}, {""code"": ""7774"", ""name"": ""J-TEC""}]"
4932	アルマード	"[{""code"": ""2929"", ""name"": ""ファーマF""}, {""code"": ""2930"", ""name"": ""北の達人""}, {""code"": ""4931"", ""name"": ""新日本製薬""}]"
7317	松屋アールアンドディ	"[{""code"": ""3526"", ""name"": ""芦森工業""}, {""code"": ""3553"", ""name"": ""共和レザー""}, {""code"": ""6995"", ""name"": ""東海理化""}]"
7095	Macbee Planet	"[{""code"": ""2433"", ""name"": ""博報堂DY""}, {""code"": ""4293"", ""name"": ""セプテニH""}, {""code"": ""4751"", ""name"": ""サイバーA""}]"
7094	NexTone	"[{""code"": ""3678"", ""name"": ""メディアド""}, {""code"": ""4301"", ""name"": ""アミューズ""}, {""code"": ""7860"", ""name"": ""Avex""}]"
1444	ニッソウ	"[{""code"": ""1401"", ""name"": ""エムビエス""}, {""code"": ""1446"", ""name"": ""キャンデル""}, {""code"": ""1449"", ""name"": ""FUJIJ""}]"
4493	サイバーセキュリティクラウド	"[{""code"": ""2326"", ""name"": ""Dアーツ""}, {""code"": ""3692"", ""name"": ""FFRIS""}, {""code"": ""4475"", ""name"": ""ヘンゲ""}]"
4432	ウイングアーク1st	"[{""code"": ""3923"", ""name"": ""ラクス""}, {""code"": ""4733"", ""name"": ""OBC""}, {""code"": ""4776"", ""name"": ""サイボウズ""}]"
7093	アディッシュ	
5071	ヴィス	"[{""code"": ""1717"", ""name"": ""明豊FW""}, {""code"": ""7972"", ""name"": ""イトーキ""}, {""code"": ""9716"", ""name"": ""乃村工芸社""}]"
4882	ペルセウスプロテオミクス	"[{""code"": ""4583"", ""name"": ""カイオムB""}, {""code"": ""4588"", ""name"": ""オンコリス""}, {""code"": ""4881"", ""name"": ""ファンペプ""}]"
5690	リバーホールディングス	
5368	日本インシュレーション	"[{""code"": ""5351"", ""name"": ""品川リフラ""}, {""code"": ""5391"", ""name"": ""A&AM""}, {""code"": ""5393"", ""name"": ""ニチアス""}]"
9326	関通	"[{""code"": ""9037"", ""name"": ""ハマキョウ""}, {""code"": ""9058"", ""name"": ""トランコム""}, {""code"": ""9327"", ""name"": ""eロジット""}]"
4492	ゼネテック	"[{""code"": ""3741"", ""name"": ""セック""}, {""code"": ""4420"", ""name"": ""イーソル""}, {""code"": ""4440"", ""name"": ""ヴィッツ""}]"
5070	ドラフト	"[{""code"": ""9622"", ""name"": ""スペース""}, {""code"": ""9716"", ""name"": ""乃村工芸社""}, {""code"": ""9743"", ""name"": ""丹青社""}]"
7091	リビングプラットフォーム	"[{""code"": ""2374"", ""name"": ""セントHD""}, {""code"": ""2435"", ""name"": ""シダー""}, {""code"": ""6062"", ""name"": ""チャムケア""}]"
7688	ミアヘルサ	
7687	ミクリード	"[{""code"": ""3180"", ""name"": ""Bガレージ""}, {""code"": ""3559"", ""name"": ""ピーバン""}, {""code"": ""9962"", ""name"": ""ミスミG""}]"
7090	リグア	"[{""code"": ""6029"", ""name"": ""アトラG""}, {""code"": ""7062"", ""name"": ""フレアス""}]"
6231	木村工機	"[{""code"": ""5953"", ""name"": ""昭和鉄工""}, {""code"": ""6458"", ""name"": ""新晃工業""}, {""code"": ""6755"", ""name"": ""富士ゼネ""}]"
7089	フォースタートアップス	"[{""code"": ""2175"", ""name"": ""SMS""}, {""code"": ""6194"", ""name"": ""アトラエ""}, {""code"": ""6539"", ""name"": ""MSJpn""}]"
4491	コンピューターマネージメント	"[{""code"": ""2307"", ""name"": ""クロスキャ""}, {""code"": ""3816"", ""name"": ""大和コンピ""}, {""code"": ""3924"", ""name"": ""ランドC""}]"
4490	ビザスク	"[{""code"": ""2413"", ""name"": ""エムスリー""}, {""code"": ""6027"", ""name"": ""弁護士DC""}]"
7088	フォーラムエンジニアリング	"[{""code"": ""4641"", ""name"": ""アルプス技""}, {""code"": ""6028"", ""name"": ""テクノプロ""}, {""code"": ""9744"", ""name"": ""メイテクH""}]"
7087	ウイルテック	"[{""code"": ""2146"", ""name"": ""UTG""}, {""code"": ""2154"", ""name"": ""オプンUG""}, {""code"": ""9744"", ""name"": ""メイテクH""}]"
7086	きずなホールディングス	
7084	Kids SmileHoldings	"[{""code"": ""2462"", ""name"": ""ライク""}, {""code"": ""2749"", ""name"": ""JPHLD""}, {""code"": ""6189"", ""name"": ""グロバルK""}]"
7085	カーブスホールディングス	"[{""code"": ""2378"", ""name"": ""ルネサンス""}, {""code"": ""4801"", ""name"": ""セントスポ""}, {""code"": ""8920"", ""name"": ""東祥""}]"
7083	AHCグループ	"[{""code"": ""7091"", ""name"": ""リビングP""}, {""code"": ""7366"", ""name"": ""リタリコ""}, {""code"": ""9346"", ""name"": ""ココルポト""}]"
9287	ジャパン・インフラファンド投資法人	
7082	ジモティー	"[{""code"": ""2139"", ""name"": ""中広""}, {""code"": ""2164"", ""name"": ""地域新聞社""}, {""code"": ""2481"", ""name"": ""タウンニュ""}]"
7081	コーユーレンティア	"[{""code"": ""9639"", ""name"": ""三協フロン""}, {""code"": ""9663"", ""name"": ""ナガワ""}, {""code"": ""9699"", ""name"": ""ニシオHD""}]"
4265	Institution for aGlobal Society	"[{""code"": ""4071"", ""name"": ""Pアルファ""}, {""code"": ""4435"", ""name"": ""カオナビ""}]"
4264	セキュア	"[{""code"": ""3694"", ""name"": ""オプティム""}, {""code"": ""4375"", ""name"": ""セーフィー""}, {""code"": ""4379"", ""name"": ""フォトシン""}]"
